grunnkrets_id,couple_children_0_to_5_years,couple_children_18_or_above,couple_children_6_to_17_years,couple_without_children,single_parent_children_0_to_5_years,single_parent_children_18_or_above,single_parent_children_6_to_17_years,singles
15040404,62,22,68,98,0,14,40,93
12011106,309,124,376,274,20,34,40,164
15020604,115,32,110,124,17,22,35,139
2350402,80,51,57,102,19,26,35,122
15540101,87,26,110,106,0,18,35,67
11010304,146,89,268,174,12,19,35,159
8061417,46,9,19,46,34,27,35,82
2310413,110,53,95,64,13,8,35,64
3013105,225,68,287,246,0,27,35,150
15051301,143,45,201,160,5,12,35,57
5380101,42,23,90,122,6,13,35,194
11200501,181,53,154,130,12,14,35,84
19021506,116,60,119,134,7,23,35,120
2311103,64,11,38,62,16,15,35,75
2160212,163,100,205,98,13,25,35,63
19030303,185,149,325,156,23,27,35,115
6170104,69,28,78,98,16,24,35,151
7010604,84,72,136,112,6,25,35,97
1040206,187,64,213,126,12,21,35,98
12460402,89,45,105,58,0,17,35,57
19021304,211,111,175,226,0,40,35,165
2130214,214,123,286,200,18,15,35,172
2160301,193,25,125,156,23,11,35,114
1065105,109,58,155,176,6,13,35,140
16017505,122,78,188,204,15,36,35,194
6020204,77,24,79,92,0,21,35,96
11010402,42,13,38,122,8,10,35,135
12240507,99,30,109,90,9,15,35,77
7010701,123,68,172,174,4,12,35,101
14010312,181,58,224,120,17,12,35,115
4020213,80,35,102,32,16,14,35,44
11031728,173,55,178,124,11,14,35,113
20190108,38,38,100,72,11,16,35,127
7010602,68,47,112,162,8,20,35,94
2191409,167,27,83,122,33,17,35,245
8060508,108,67,127,110,14,11,35,67
11060206,83,25,132,82,6,9,35,64
6120301,119,15,122,96,13,22,35,89
4270204,118,60,184,160,29,32,35,117
7040903,32,6,25,102,11,8,35,170
8060810,31,9,17,38,30,10,35,66
8260310,28,12,78,74,7,14,35,90
8060306,76,25,119,138,14,23,35,165
6020707,77,21,32,124,26,31,35,250
10010803,102,72,40,822,19,44,35,1179
8050311,26,0,93,32,0,6,35,29
6040606,134,82,223,218,13,23,35,161
12012012,267,110,180,304,9,36,35,311
7060205,89,37,92,106,7,10,35,65
2130213,164,94,226,104,0,14,35,77
10011605,131,33,187,122,10,16,35,74
16120205,67,50,122,206,8,16,35,79
12010310,119,16,34,216,11,24,35,284
6020514,180,42,163,158,26,16,35,222
1052405,118,46,119,126,14,19,35,249
14300107,224,29,174,94,18,11,35,72
7010802,152,59,163,198,11,22,35,141
16017517,99,19,86,80,12,28,35,102
8060406,121,32,58,86,11,14,35,123
8070411,120,22,120,144,0,7,35,82
2330203,100,41,131,94,18,14,35,123
3011502,281,19,106,254,19,18,35,479
7010504,186,64,185,218,7,30,35,98
18040811,80,37,45,82,13,25,40,141
20120502,122,61,77,106,19,36,40,122
2150203,215,56,304,174,13,25,40,102
12160202,156,33,115,112,6,8,40,70
17190602,120,56,142,140,12,6,40,124
15310104,189,41,108,136,24,30,40,180
7091307,65,39,58,114,7,19,40,65
14450108,92,39,82,110,15,19,40,157
16012206,402,66,233,300,0,18,40,188
3014409,291,64,389,164,20,13,40,210
2130401,270,22,69,246,12,0,40,96
11491004,315,80,341,296,28,38,40,156
8140305,164,130,269,334,12,20,40,130
11031723,83,56,223,96,0,16,40,71
5280502,64,56,112,124,12,14,40,103
1280111,93,25,122,152,4,12,40,142
1063207,87,80,195,110,0,21,35,44
7010301,232,52,181,284,13,19,35,322
9040304,153,28,194,114,7,18,35,105
2201106,154,128,228,156,16,13,35,58
11030302,217,58,153,148,11,22,35,166
6050704,125,64,157,242,22,44,35,171
11060404,92,16,50,116,17,10,35,293
16012212,119,34,59,144,7,24,35,161
8140504,65,49,131,134,15,29,35,136
18250104,125,31,100,144,11,17,35,102
4030401,52,41,79,90,11,19,35,126
14010313,79,38,156,120,29,20,35,92
6040403,125,31,124,166,14,23,35,324
12011819,167,121,202,162,15,26,35,101
2191703,53,21,68,16,7,20,35,34
4270401,66,13,70,238,13,26,40,259
3014513,261,34,125,190,13,21,35,238
2190810,75,13,87,36,0,9,35,33
10020404,109,30,148,186,0,17,35,206
2190703,202,17,73,164,16,11,35,174
8051104,120,50,110,206,36,39,35,235
9061304,76,18,163,116,11,10,35,86
8140301,29,37,101,154,14,18,35,109
3014611,289,126,291,288,10,24,35,220
5340502,88,52,149,92,7,24,35,94
12010802,245,142,343,284,11,34,35,159
11490802,144,54,120,148,19,18,35,97
16011609,106,21,112,230,0,18,35,253
11490306,177,58,195,180,16,27,35,135
7220305,94,29,73,78,10,16,36,153
1065203,115,45,114,178,10,24,36,162
3013716,232,48,101,192,24,35,36,486
5210103,89,47,126,138,19,21,38,122
1010109,330,72,276,150,19,22,38,84
12011204,203,95,155,232,5,24,38,148
15050602,90,48,137,204,9,12,38,136
15040403,125,76,164,122,0,14,38,136
7160109,98,28,96,122,0,17,38,60
7060401,62,32,90,106,5,24,38,70
12460104,137,42,183,82,15,9,38,61
11210403,169,49,157,212,7,17,38,173
1050204,95,15,21,116,33,19,38,228
3011902,502,76,146,730,33,26,38,926
2191915,165,53,104,42,18,18,38,89
6330108,72,42,106,96,15,23,38,124
4250204,42,41,87,136,7,25,38,152
7060705,179,33,100,118,12,6,38,58
2300202,135,63,160,90,4,11,38,101
10020108,49,52,104,158,16,12,38,161
6280203,73,36,122,112,16,16,38,95
1052207,120,57,162,124,8,22,38,67
7040509,299,86,398,300,27,35,38,277
15200210,240,64,216,272,16,27,38,149
10010309,99,51,147,174,7,28,38,287
3011106,138,24,42,238,17,13,38,358
12010413,98,13,62,176,4,10,38,285
1220302,137,25,144,192,9,9,38,168
7190104,224,75,254,228,19,28,38,136
1063108,91,36,118,136,7,13,38,93
3014301,451,66,224,284,38,30,39,671
1051403,141,62,93,152,12,14,39,110
11600601,136,56,200,170,24,10,39,127
1061701,228,53,172,172,18,24,39,186
7060712,72,32,160,74,0,10,39,91
2260202,155,85,203,188,20,19,39,94
11031727,188,39,119,134,14,28,39,261
5020806,82,31,113,132,8,17,39,107
19330305,73,37,72,80,0,34,39,72
19021205,84,23,89,48,23,31,39,66
12010221,120,29,60,164,7,22,39,315
15050503,107,31,102,172,23,34,39,165
12350402,169,77,223,212,25,32,39,268
1066103,149,66,167,134,28,27,39,131
3013008,140,97,239,184,0,18,39,147
1061805,90,42,81,132,11,17,38,192
1051206,46,49,121,104,0,8,38,56
9065303,102,24,124,96,0,12,38,99
11270401,188,40,146,160,4,12,38,132
17440102,246,46,200,168,14,16,38,104
2170206,195,110,267,290,19,26,38,223
18240213,29,15,18,48,0,0,38,89
3012603,140,9,62,198,50,6,38,405
1052102,150,83,294,274,12,27,38,128
12010301,211,83,238,260,10,25,38,325
1050103,86,19,65,132,8,20,38,185
1010208,156,94,235,224,11,20,38,121
1360314,56,38,65,68,17,19,38,81
2170101,271,93,371,180,14,26,38,124
14430201,125,25,157,148,9,11,38,140
12210106,263,57,217,130,12,14,38,92
7060406,82,54,172,180,8,19,38,104
3010613,241,34,103,404,14,24,38,515
19020513,244,125,248,220,4,31,38,216
14320104,308,12,234,84,12,17,38,72
4030202,55,53,137,98,7,21,38,81
1061303,47,21,61,220,0,10,38,209
5290309,88,37,99,142,6,18,38,81
3012306,183,8,42,310,31,19,38,620
7060101,93,47,58,126,55,21,38,234
18400104,71,50,141,160,8,23,38,82
2340107,120,41,164,242,17,29,38,138
1010406,126,45,138,222,9,35,38,109
9065207,68,30,70,124,0,10,38,151
1050306,42,51,70,76,6,17,38,103
1061204,70,22,27,158,10,17,38,159
3014408,264,110,425,224,0,17,38,158
12630309,161,55,142,298,19,18,38,154
16012314,189,64,196,232,7,41,38,151
12011824,104,41,96,100,0,16,38,38
20300205,156,78,203,186,8,18,38,136
18700209,105,50,204,202,27,10,38,244
11190304,222,89,253,204,14,5,38,99
16015224,201,60,192,98,6,16,38,78
3014701,258,130,294,278,10,26,38,298
16014226,291,89,243,366,9,32,38,285
1040703,108,69,145,98,12,16,38,103
8061905,94,59,87,218,5,24,38,91
5290102,139,42,129,172,13,18,38,97
3012001,202,9,58,508,25,24,38,898
6240407,183,94,204,262,32,28,38,142
1010403,51,18,63,82,25,8,38,77
1040805,77,29,78,102,26,17,38,90
3010809,155,20,69,300,44,18,38,606
18240303,68,51,89,172,10,21,38,219
19020123,172,74,137,200,6,31,39,311
7010104,135,70,193,200,5,22,38,115
11031718,174,60,165,68,10,19,38,62
7220502,167,74,270,238,15,20,38,135
6050106,64,31,73,126,4,33,38,246
6020207,151,82,175,234,10,10,38,183
11030916,129,40,142,112,10,15,38,121
8060813,100,15,16,72,32,20,38,111
15020201,119,47,77,244,13,20,38,228
2310418,125,66,235,88,9,25,38,66
16015218,126,52,129,260,14,18,38,250
10010805,133,19,62,162,22,10,38,206
19030307,122,54,145,262,14,22,38,179
16015106,156,36,123,202,8,28,38,211
2201607,86,26,69,70,24,46,39,149
3014120,285,65,269,196,26,49,39,246
6040306,59,50,129,186,18,21,39,165
12530105,90,52,178,142,9,12,37,89
2130508,228,111,336,292,14,42,37,143
16011104,123,76,37,606,15,19,37,758
6020717,122,54,172,132,18,33,37,89
19250106,111,40,154,156,0,17,37,118
1052407,133,64,197,184,5,25,37,80
2150304,94,47,121,84,0,8,37,99
2280209,100,19,45,114,15,21,37,121
3011204,213,13,46,432,13,28,37,826
3014404,515,52,174,804,35,39,37,1069
18650416,118,55,195,140,10,8,37,107
18670204,80,30,102,88,13,10,37,113
3012103,180,27,99,256,32,23,37,501
16013101,98,51,187,164,0,8,37,161
2300405,234,181,361,250,23,28,37,204
2200803,134,38,151,48,5,23,37,62
19390104,56,31,86,56,6,8,37,48
18200207,132,61,192,178,16,17,37,194
11210102,167,15,156,218,25,26,37,154
1064201,105,53,115,180,16,21,37,255
12011814,71,51,109,136,4,9,37,55
4170314,116,45,100,132,0,21,37,88
12011912,43,46,103,192,0,38,37,203
2350301,114,40,117,98,28,4,37,70
3014806,247,44,166,220,14,38,37,222
20300311,76,28,77,94,8,6,37,137
19030311,113,43,118,144,15,30,37,168
11031722,188,49,255,144,0,20,36,191
12430404,266,77,213,98,12,6,39,95
6250203,97,61,117,156,7,28,39,127
1250101,107,76,134,176,7,0,39,123
9010205,80,23,86,92,21,22,39,111
3012310,107,7,40,232,14,14,39,333
4120306,69,39,105,210,16,19,39,131
3012402,135,31,19,236,22,14,39,585
9010207,74,61,147,156,14,12,39,89
11490103,122,53,151,116,14,8,39,35
2310616,27,31,26,66,16,10,39,78
15660204,176,57,300,224,16,26,37,117
2130216,147,55,168,138,0,26,39,67
1066105,127,30,142,106,5,10,39,106
11020604,328,83,205,208,15,27,37,232
15040703,102,38,91,270,19,30,37,324
7040701,149,57,215,234,7,13,37,126
6240204,122,47,116,170,18,26,37,224
14330107,182,59,184,196,16,28,37,119
6020803,164,57,173,198,6,14,37,106
3010901,161,30,81,292,12,16,37,475
11490606,125,36,105,188,36,18,37,301
16014223,172,35,114,200,19,30,37,287
5020102,100,27,216,258,5,14,37,96
17020204,86,14,125,62,14,12,39,61
1066205,207,115,218,162,25,27,35,126
2191615,197,14,138,44,0,9,37,32
6050203,123,81,104,234,15,43,37,320
2350105,169,40,229,178,25,21,39,154
8150404,67,28,56,80,7,21,39,120
1040906,72,9,53,54,12,21,39,98
10140106,233,44,150,146,12,10,39,102
9065212,79,55,100,86,0,26,39,89
3010608,138,70,85,336,0,26,39,387
10010908,62,21,37,290,6,22,39,463
18320205,107,64,170,186,28,20,39,129
12012011,202,72,209,274,18,51,39,358
10020105,63,12,52,130,6,30,39,234
2191918,49,16,63,34,0,14,39,73
18500114,26,69,89,56,12,33,39,82
17030104,222,66,253,224,10,19,39,113
4180108,47,22,112,164,12,21,39,144
11030912,182,61,126,296,28,27,39,335
12430201,102,41,132,128,9,18,39,61
20220101,42,35,67,66,0,13,39,128
12012005,141,55,130,180,34,34,39,263
2300403,216,124,418,240,15,25,39,121
12010420,218,29,191,96,7,25,39,77
9062106,131,44,164,210,8,18,39,120
11060108,29,22,25,28,17,14,39,41
2191929,188,116,286,242,4,10,39,85
6020401,181,74,98,478,13,36,39,484
12350702,187,134,202,228,23,44,39,157
7200207,193,55,163,206,24,34,39,173
3012005,170,15,52,150,0,0,39,254
6270104,109,47,137,84,0,14,37,47
18200206,63,30,67,142,20,13,37,201
2360404,126,75,153,230,16,38,37,236
19230107,96,40,140,140,31,12,37,266
8150504,54,37,80,148,6,18,37,136
5170208,61,57,137,104,8,9,37,79
11032606,159,98,200,154,18,18,37,101
7060703,116,42,86,64,0,12,37,93
2170406,253,124,418,192,16,26,37,99
8050320,109,47,126,134,14,23,37,149
7061111,92,69,162,138,15,20,37,121
11020213,188,96,199,112,25,13,37,108
18040506,197,57,192,322,14,34,37,265
10010304,120,85,148,132,15,31,37,92
16012301,176,38,195,146,10,8,37,182
19420206,148,64,137,146,27,32,37,140
15190406,154,60,255,282,14,12,37,168
16200107,185,47,176,108,9,15,37,103
12011820,126,72,146,152,0,23,37,77
16380201,77,38,71,156,14,13,37,131
18400105,120,51,115,160,22,21,37,161
7090401,93,66,120,146,6,23,37,104
11060908,112,36,110,176,13,12,37,45
15390303,172,64,163,192,14,27,37,113
18410303,170,87,207,342,7,26,37,140
1063206,138,42,158,154,13,19,45,89
6180106,151,25,129,102,14,10,35,109
4270403,113,40,190,212,17,18,35,214
18041011,118,50,123,114,8,17,44,55
18040719,272,31,174,98,9,5,44,87
5290105,88,68,183,234,48,32,44,202
7060102,176,51,157,238,17,29,44,279
11210405,355,7,102,128,33,10,44,72
18330704,157,117,208,262,5,22,44,80
12350602,131,26,115,172,0,17,44,157
16011105,89,40,43,368,24,38,44,491
7041102,120,26,92,184,16,19,44,313
3014108,365,143,445,284,20,45,44,298
16630204,196,141,248,220,14,23,44,107
9064203,153,66,247,188,27,13,44,124
2150201,69,35,119,100,0,13,44,175
2110116,67,17,128,46,8,8,44,34
11060211,58,32,105,124,0,24,44,117
12470505,213,78,249,144,14,13,44,91
7020206,0,7,6,44,0,12,44,46
5020106,96,50,119,178,0,21,44,113
20040201,80,23,82,102,23,10,44,139
15480703,140,45,167,206,14,23,44,125
15190405,117,35,82,144,23,14,34,225
17020106,176,42,184,190,16,14,34,131
7060801,116,44,140,120,23,19,34,73
2300311,86,85,130,506,32,26,44,416
11490603,226,122,229,320,26,25,34,154
12011826,151,49,140,212,0,37,44,263
2130302,187,85,215,100,13,32,44,61
6270103,65,13,76,192,15,17,44,213
2140108,278,116,263,392,19,31,44,215
3010611,144,56,149,284,12,24,44,314
1230110,104,34,114,126,4,14,44,79
12011924,319,106,296,296,20,47,44,208
11030710,223,35,160,116,25,21,44,173
1010303,146,70,202,184,0,17,44,101
6020124,160,57,151,152,10,31,44,168
3012805,383,51,165,498,39,24,44,668
2300605,181,123,294,268,4,27,44,136
11210307,254,150,232,170,21,27,44,77
11020615,389,13,196,72,12,8,44,56
12012008,160,17,75,134,12,19,44,205
6120103,371,100,303,250,7,23,44,124
11490304,145,43,264,136,13,16,44,117
12010313,194,24,71,122,60,34,44,175
3010701,134,33,67,260,15,31,44,308
3012004,233,32,130,168,12,10,44,263
18180106,94,47,81,108,13,10,44,127
16480103,213,51,179,274,31,26,44,313
7090502,51,17,45,64,8,22,44,97
12010805,128,70,116,182,11,20,44,100
8140406,137,126,234,320,38,35,44,158
1052201,102,31,144,108,4,21,44,123
2140231,68,42,93,104,16,11,34,79
6270308,146,37,253,106,0,21,34,124
5280306,71,49,73,106,0,0,34,76
6020913,168,66,186,154,19,15,34,79
3012205,114,9,43,214,36,24,34,409
11020614,78,20,148,50,11,0,34,64
20030206,98,49,133,110,12,17,34,125
11240604,250,62,242,160,18,6,34,115
12011504,140,113,199,202,13,15,34,137
14310103,153,28,165,74,21,22,34,63
1040301,92,25,58,380,13,23,34,284
6020511,131,39,70,134,20,26,34,100
14260308,136,35,134,152,11,20,34,112
11240603,461,151,389,418,27,40,34,359
17190205,122,44,149,136,14,18,34,64
12470701,202,101,207,178,16,40,34,112
1065201,109,61,151,162,15,5,34,86
2311007,116,69,220,152,8,15,34,121
3013305,176,84,277,194,8,20,34,157
17020307,67,27,113,104,12,9,34,52
16015229,190,83,263,130,0,12,34,52
17020311,84,46,202,128,10,20,34,66
15310204,157,66,139,122,6,8,34,87
6040305,106,41,114,106,0,16,34,83
9370102,89,54,139,110,17,10,34,74
18330308,156,83,262,282,13,15,34,116
3010909,139,31,51,424,24,38,34,688
8060816,64,10,48,72,14,18,34,93
17500104,151,70,185,198,19,20,34,165
2310619,48,26,185,42,0,10,34,46
16013211,215,69,156,522,11,24,34,430
3010902,104,25,31,174,11,30,34,303
7200104,70,55,69,90,9,12,34,126
9410104,82,55,101,104,20,12,34,103
8210207,199,38,151,164,8,10,34,192
3013604,183,76,194,152,13,12,34,185
3014413,210,54,180,266,4,14,34,112
18600401,112,33,125,82,11,33,34,76
2170306,115,36,197,132,0,11,34,69
7061003,82,40,116,100,16,11,34,85
15280106,89,61,126,134,11,25,34,109
7060704,156,34,118,122,18,18,44,62
14010309,97,35,117,78,15,5,34,62
3013407,235,61,263,146,8,19,34,111
1051308,220,36,193,224,37,19,34,127
19390101,58,55,121,122,8,33,34,109
12190508,93,21,95,74,0,8,34,49
4370205,76,44,106,116,0,8,34,111
1370103,75,60,102,130,8,12,34,103
11060603,94,0,54,108,14,22,34,190
11060605,77,51,128,128,17,18,34,201
19030309,102,22,82,170,18,17,34,123
18040618,155,102,314,224,27,23,34,97
4030703,92,36,126,122,0,36,34,69
4030307,74,75,196,178,11,11,34,113
9040205,114,45,72,200,27,18,34,322
3011207,198,16,91,366,13,25,33,478
2290102,173,73,147,164,10,19,33,88
16210104,169,72,168,154,25,32,33,113
8061412,54,18,73,102,12,29,33,91
18370114,43,44,54,102,4,8,33,54
7090708,167,77,152,186,16,20,33,94
11490607,38,36,79,120,7,4,33,100
16630304,169,60,168,160,0,12,33,53
3013511,264,97,283,180,23,13,33,134
2310801,248,85,307,156,30,14,33,130
18040508,146,47,155,88,15,18,33,83
15040501,124,61,183,118,0,23,33,150
5280312,100,58,135,152,7,19,33,86
11030914,116,18,61,112,6,27,33,263
10180114,112,45,116,124,0,10,33,53
8150301,79,33,116,142,8,12,33,113
11030612,127,27,79,90,15,13,33,159
12010709,84,54,137,160,0,14,33,129
1040507,37,9,32,158,22,20,33,253
16300112,86,42,115,130,8,0,33,106
6280205,86,47,96,134,0,13,33,124
17020112,150,41,158,228,0,18,33,112
14490110,75,24,71,64,10,12,33,74
2191613,92,87,151,134,9,14,33,105
2310303,111,44,166,108,9,17,33,82
11190305,253,38,183,152,24,17,33,170
5020807,76,42,79,56,18,9,33,147
2160211,48,34,96,102,0,16,33,49
20040502,72,69,71,88,10,18,33,82
2270104,224,156,490,408,11,47,45,189
11032727,300,91,71,340,29,34,45,276
2160603,223,118,309,282,14,36,45,186
18040207,108,56,50,148,8,31,45,191
12010601,202,60,149,418,14,38,45,396
3013507,383,79,403,194,15,27,45,164
3011103,208,32,154,190,9,21,45,207
18040204,98,48,151,132,23,16,45,106
3012201,270,13,92,476,26,33,45,831
11030906,229,62,192,138,31,28,45,157
7160308,133,107,182,180,24,26,45,196
2310306,242,67,184,196,29,24,45,129
17190603,174,59,159,222,24,19,45,172
15051205,208,30,181,128,21,8,33,80
20030103,26,13,61,48,8,9,33,133
10011105,234,126,314,152,10,11,33,92
1061203,69,34,100,186,5,37,33,233
6020816,95,33,118,78,15,10,33,86
8061410,36,0,80,44,10,16,33,95
2200704,141,54,168,112,8,19,33,88
6240408,105,60,116,200,15,24,33,181
1063205,20,0,19,32,0,11,33,65
4300207,68,43,93,114,0,16,33,114
5340406,214,101,298,282,25,44,33,224
11030304,101,40,109,72,16,10,33,109
2190520,53,25,67,26,8,12,33,43
5010502,154,88,246,296,4,20,33,176
6020113,91,47,173,116,7,8,33,116
16011422,155,50,148,372,0,12,33,316
7220101,172,71,122,288,17,41,33,177
2160209,83,10,98,52,13,14,33,55
19021303,116,53,98,140,5,14,33,86
7090101,30,63,118,138,5,15,33,93
2330103,72,28,72,66,0,11,33,36
6020804,92,22,74,56,0,12,33,57
16011512,75,10,38,250,15,20,33,370
2310414,118,42,136,98,0,13,33,47
12460206,99,75,146,150,10,13,33,75
12350401,98,63,151,124,12,16,33,81
2170111,133,84,239,202,8,17,33,90
10140403,130,53,144,132,17,27,33,97
17500105,69,21,80,112,30,19,33,79
6250105,50,17,24,96,10,22,33,72
1066206,138,63,135,134,30,22,33,102
1360312,111,36,163,142,4,13,33,92
16015114,247,40,182,200,12,14,33,239
2310803,147,30,76,332,50,30,33,407
2190602,98,58,160,92,0,16,33,57
16012109,181,57,162,260,14,19,33,219
12011622,230,96,267,252,7,21,33,178
2310802,256,71,224,308,21,37,33,307
11031105,153,82,210,128,9,20,33,58
15320305,151,25,113,130,0,20,33,94
2330410,147,37,258,104,9,27,33,68
16630501,113,66,121,100,13,15,33,52
1360318,113,34,139,212,14,18,33,103
12011805,183,70,112,196,13,47,33,226
12630304,118,32,89,82,0,10,33,48
6260907,112,81,122,342,8,25,33,141
16330104,26,24,82,94,0,9,33,57
5330105,19,23,73,66,0,0,33,38
1350202,127,73,128,196,10,22,33,143
11020507,282,37,132,132,35,14,33,138
5280113,51,31,82,134,17,14,33,67
11031214,345,143,383,294,26,24,33,136
9140203,56,28,65,114,18,23,33,153
8061411,75,34,80,80,38,31,33,72
2140301,203,82,96,138,0,11,33,156
9065309,110,23,101,88,4,21,33,72
6240306,164,68,310,214,0,32,33,150
12011614,148,80,223,168,11,38,33,112
4390115,64,19,46,96,9,10,33,108
3010803,120,24,69,278,18,16,33,515
19020311,147,39,74,224,11,18,33,272
12460410,259,103,264,176,8,24,33,114
12011925,167,63,144,202,15,49,33,184
19220111,197,69,133,214,24,16,33,175
11030202,116,39,36,454,19,20,33,728
6020118,121,50,84,134,6,14,33,209
12450208,75,34,139,112,4,12,34,57
16017519,113,72,168,182,11,19,34,129
15020207,65,24,72,166,6,10,34,287
2300104,157,89,259,162,13,16,42,120
2370403,99,33,101,110,0,18,42,136
18320202,118,39,141,124,11,0,42,83
18330403,125,54,181,212,8,22,42,214
5360303,97,55,148,200,7,27,42,167
3012007,227,26,106,406,23,25,42,627
6250404,207,79,254,212,6,21,42,189
10010201,246,197,428,216,19,38,42,108
14320211,121,146,219,170,7,22,42,101
7280105,34,25,78,80,7,15,42,74
16640108,57,35,88,128,8,15,42,164
4290106,110,32,168,138,7,10,42,140
7220303,107,78,144,242,41,49,42,206
2260204,277,67,246,176,13,32,42,87
4170212,117,44,100,122,10,20,42,92
16011605,116,25,117,134,9,27,42,200
7090904,135,56,134,230,26,16,42,105
16012209,110,44,71,164,4,39,42,126
1380302,122,66,166,160,6,21,42,139
16017507,221,76,240,204,13,50,42,173
17020114,229,69,196,222,10,16,42,139
18040502,117,16,81,138,6,13,42,157
1380105,148,62,123,152,12,12,42,107
5320302,136,35,169,152,11,19,42,76
10011604,195,91,282,180,20,36,42,100
1010104,97,42,114,172,15,21,42,149
15170202,76,36,89,84,5,10,42,81
5150107,105,66,96,214,24,20,42,171
18280107,192,59,176,244,7,22,42,221
11190210,158,61,142,160,13,8,42,128
12012009,165,82,136,274,13,39,42,304
6020715,125,30,134,142,11,27,42,158
19022034,184,83,175,208,12,22,42,137
1360316,73,19,91,94,17,29,42,114
2310402,51,21,86,120,10,27,42,128
18410307,87,39,122,174,25,26,42,224
2191117,56,0,46,34,5,15,42,66
12560203,310,39,143,108,11,4,42,69
16016203,257,98,268,182,7,18,42,121
6260205,114,29,77,154,17,0,42,264
16012211,275,135,389,188,10,17,42,119
3013316,371,311,631,218,34,47,42,123
20040401,160,43,169,144,25,15,42,91
2300205,249,75,237,198,25,26,42,187
17190106,164,35,219,102,7,16,42,66
3015209,170,50,184,274,4,20,42,174
2280405,112,18,61,62,22,9,42,62
1052308,164,76,228,188,12,19,42,128
1040909,72,44,155,64,8,16,42,66
6021023,122,85,206,144,21,12,42,87
3013707,303,124,422,144,0,27,42,118
12560108,276,128,385,196,17,30,42,90
3011706,209,28,56,270,20,11,42,540
11060914,190,34,163,134,8,31,41,106
16630306,181,36,165,128,17,28,41,106
2130505,166,113,266,164,10,18,41,165
2192212,317,25,508,30,4,7,41,41
1350101,141,77,239,248,23,31,41,131
3014901,220,27,128,190,29,31,41,354
17250104,50,23,47,118,8,12,41,105
10010506,259,116,263,200,25,22,41,108
11490906,207,72,241,258,19,16,41,123
15470111,95,53,161,122,0,15,41,88
11030606,209,38,192,192,22,32,41,390
15320203,209,59,140,110,22,8,41,127
17030405,74,34,57,138,6,20,41,244
6280202,126,77,149,252,19,29,41,179
8330105,111,30,133,118,0,14,41,107
5010707,274,43,176,174,0,34,41,100
19020313,139,54,165,176,12,24,41,244
7280104,43,49,93,168,6,10,41,88
3014502,326,109,556,256,14,37,41,181
11210203,173,48,128,194,11,17,41,128
3011209,192,43,200,312,22,23,41,365
12010806,282,150,382,450,0,33,41,181
7090703,170,16,156,68,21,16,35,111
8061702,77,67,100,112,14,18,35,75
1050203,129,18,52,186,64,43,41,308
3010702,123,36,70,252,10,21,41,478
2201504,151,48,157,118,0,38,41,72
6250104,295,129,392,352,30,48,41,164
6250107,157,61,247,114,23,19,41,65
2330309,120,25,63,92,0,10,41,45
15310103,238,84,229,184,18,25,41,136
3011906,236,6,54,98,50,16,41,215
2201604,149,161,402,166,10,20,41,115
3010301,136,21,100,352,17,18,41,533
11190206,144,30,207,104,8,13,41,79
1040701,261,35,163,228,12,25,41,144
2150103,41,39,91,188,6,14,41,207
11031803,378,102,350,224,27,29,41,204
3014503,209,91,310,184,8,24,41,147
7060301,86,19,167,112,14,19,42,88
16570206,431,86,344,194,28,15,41,118
11020302,273,97,368,288,11,36,41,185
1040407,76,28,82,110,16,41,41,119
6250103,227,80,184,190,17,26,41,127
16012210,200,114,307,194,0,22,41,139
3012312,202,17,64,330,28,22,41,502
4270205,230,70,217,188,22,12,41,62
3014510,242,43,293,90,13,16,41,106
5280108,128,44,83,216,14,15,41,164
11190303,219,52,244,166,7,9,41,122
20210105,117,98,216,102,37,51,41,106
1250209,69,43,115,124,10,4,41,55
15040201,90,15,25,104,19,16,41,176
20040203,47,12,17,30,13,23,42,94
19310301,182,90,175,186,31,27,42,125
3012409,110,14,25,194,67,12,42,324
9140205,118,43,184,156,7,13,34,241
6200104,55,20,53,92,0,6,34,84
18320103,100,38,145,214,7,14,34,137
20030201,113,41,83,120,14,16,34,105
17030403,112,41,139,140,20,29,43,130
11032204,207,130,232,208,12,14,43,158
3013404,168,103,211,134,14,31,43,160
15160202,205,101,257,178,15,22,43,136
19020213,189,78,202,158,6,39,43,232
16014305,204,41,159,174,8,33,43,202
6120201,174,61,273,236,8,27,43,136
1061201,118,44,97,106,39,26,43,131
3010904,122,13,42,210,4,16,43,464
3013611,289,74,332,274,20,31,43,289
7060410,154,65,155,118,28,19,43,107
10010916,198,58,243,170,12,17,43,134
11020404,268,82,380,306,15,35,43,112
12010919,172,62,160,184,21,22,43,126
2330501,107,73,371,168,14,33,43,173
2200301,151,30,87,266,8,22,43,242
3010302,148,21,59,408,13,16,43,788
3013806,189,107,168,200,24,25,43,230
16630102,144,56,228,120,5,19,43,99
11110117,145,28,128,144,15,12,34,157
1066408,75,53,115,144,10,11,34,41
1010304,76,35,132,86,6,17,34,64
18051202,161,52,125,126,10,12,34,99
5380105,35,29,60,126,13,12,34,104
2350202,216,61,189,216,16,20,34,156
12280305,54,35,107,174,12,23,34,253
15480202,196,47,128,112,6,8,34,53
16012307,193,47,175,142,0,12,34,85
2130217,173,84,144,154,10,23,34,39
16018106,137,79,259,164,0,27,34,115
16340205,163,60,147,156,17,21,34,106
7010205,158,51,221,258,26,27,34,225
4170402,81,0,75,82,4,0,34,34
