store_id,year,store_name,plaace_hierarchy_id,sales_channel_name,grunnkrets_id,address,lat,lon,chain_name,mall_name,revenue
942924593-971991038-15499,2016,BERGEN TV & ANTENNESERVICE AS,2.3.1.0,Electronics stores,12012009,KRINGSJÅVEIEN 99,60.3903827636394,5.284046826092941,,,4.0760000000000005
991843116-971804777-20577,2016,EURONICS ODDA,2.3.1.0,Electronics stores,12280311,EITRHEIMSVEGEN 5,60.0692115696144,6.54650684044689,EURONICS,,9.253
916122942-916264313-799514,2016,SKOUSEN SØRLANDSPARKEN,2.3.1.0,Electronics stores,10011702,BARSTØLVEIEN 60 A,58.17732774844,8.129977278882981,SKOUSEN,Sørlandssenteret,7.6
997060768-997078128-160604,2016,HEMSEDAL ELEKTRO,2.3.1.0,Electronics stores,6180101,HEMSEDALSVEGEN,60.86109736623021,8.56793393227539,EXPERT,,9.453
915062725-815200322-757830,2016,SKOUSEN MOSS,2.3.1.0,Electronics stores,1040412,RABEKKGATA 2 A,59.4214991552549,10.6765858334987,SKOUSEN,,11.744000000000002
915700497-973180126-63697,2016,COOP ELEKTRO RØROS,2.3.1.0,Electronics stores,16400111,PEDER HIORTGATA 7,62.57563434677011,11.3811600159496,COOP ELEKTRO,Domus Røros Kjøpesenter,17.433
812171402-984897375-79126,2016,HI-FI KLUBBEN FREDRIKSTAD,2.3.1.0,Electronics stores,1061305,NYGAARDSGATA 49,59.2130475111138,10.9379132876277,HI FI KLUBBEN,,4.999
991387900-974105667-6834,2016,EXPERT ELEKTROMARKED RISØR,2.3.1.0,Electronics stores,9010116,KRAGS GATE 46,58.7208144177255,9.229640504659107,EXPERT,,11.363
996324257-996338924-158860,2016,EURONICS HAREID,2.3.1.0,Electronics stores,15170204,STRANDGATA 89,62.3719835430904,6.029214329733519,EURONICS,,7.404
998276454-998993458-378961,2016,DRAMMEN HVITEVARER,2.3.1.0,Electronics stores,6020607,TORDENSKIOLDS GATE 89,59.7351253746397,10.2131612839436,,,4.805
995677385-972332089-40606,2016,FRETTE SYBUTIKK OASEN STORSENTER,2.3.1.0,Electronics stores,11491002,AUSTBØVEGEN 16,59.3779290051266,5.30788073776603,,Oasen Storsenter,1.4509999999999998
913292952-913358821-681298,2016,TOTALSYSTEM AS,2.3.1.0,Electronics stores,3013719,SMALVOLLVEIEN 44,59.9197934294071,10.8372008592691,,,3.977
915700969-915721745-778304,2016,SKOUSEN DRAMMEN,2.3.1.0,Electronics stores,6020118,INGENIØR RYBERGS GATE 44,59.7529160894264,10.139399796087,SKOUSEN,,16.625999999999998
915586406-915820115-782539,2016,SH ELEKTRO HANDEL,2.3.1.0,Electronics stores,11032715,GLIMMERVEIEN 4,58.99053476667189,5.69298649538295,,,1.2919999999999998
982293642-971992816-6811,2016,EXPERT REVETAL,2.3.1.0,Electronics stores,7160201,REGATA 2,59.370975609637,10.2641468686316,EXPERT,Re-torvet,50.952
916688962-916747608-820960,2016,SKOUSEN HAUGESUND,2.3.1.0,Electronics stores,11060108,AUSTMANNAVEGEN 18 F,59.3931811240704,5.30453163714655,SKOUSEN,,8.943999999999999
997991117-972023264-6866,2016,EXPERT SYKKYLVEN,2.3.1.0,Electronics stores,15280204,PILGATA 11,62.3921220316358,6.585065409277219,EXPERT,,10.1
914839238-914895243-745476,2016,TELEMARK HVITEVARER AS,2.3.1.0,Electronics stores,8060309,BØLEVEGEN 32,59.1915064090701,9.62320123554381,,,1.545
959432260-973189735-63527,2016,SAXI AS,2.3.1.0,Electronics stores,20030103,HAVNEGATA 2,70.0743265021586,29.7476458708709,,Torget Kjøpesenter,4.529
988380679-972908061-28079,2016,EURONICS BRUMUNDAL,2.3.1.0,Electronics stores,4120312,BRUGATA 6,60.8854775333348,10.9412443539082,EURONICS,Parkgården,11.317
947424130-973242202-6659,2016,ELKJØP SUNNDALSØRA,2.3.1.0,Electronics stores,15630208,INDUSTRIVEGEN 1,62.6674974690903,8.533668065116991,ELKJØP NORGE,,0.0
961645522-972265209-5215,2016,EURONICS TANGEN,2.3.1.0,Electronics stores,2160206,KAPELLVEIEN 84,59.8559266577569,10.6608330842054,EURONICS,Tangen Senter,5.061
984534558-984544588-6831,2016,EXPERT LILLESAND KJØKKEN CENTERET,2.3.1.0,Electronics stores,9260219,TINGSAKERVEIEN,58.2622995793185,8.396655227153799,EXPERT,Lillesand Senter,26.028
966857129-973075128-6646,2016,ELKJØP STORMARKED LYNGDAL,2.3.1.0,Electronics stores,10320201,FIBOVEIEN 18,58.1551364070319,7.101738297955719,ELKJØP NORGE,Handelsparken Senter,42.615
891437072-991489231-6748,2016,ELKJØP STORMARKED HAMMERFEST,2.3.1.0,Electronics stores,20040502,STORSVINGEN,70.65290691,23.66244825,ELKJØP NORGE,,44.33
910305433-971598808-6777,2016,EXPERT ASKIM ELEKTRISKE,2.3.1.0,Electronics stores,1240202,HENSTAD ALLE 1 A,59.584195679820205,11.166211015411598,EXPERT,,20.857
935843553-971810637-6749,2016,ELKJØP STORMARKED STJØRDAL,2.3.1.0,Electronics stores,17140507,ØYANVEIEN 4,63.467408500017,10.9418721528433,ELKJØP NORGE,,49.656000000000006
988288454-988303445--988303445,2016,KLIMAPARTNER-SENTRALSERVICE AS,2.3.1.0,Electronics stores,4030603,FURNESVEGEN 132,60.8079361620889,11.0874068753685,,,0.0
810930632-971672927-6658,2016,ELKJØP STORMARKED KRISTIANSUND,2.3.1.0,Electronics stores,15050807,OMAGATA 166,63.106622563322894,7.79206642307829,ELKJØP NORGE,,0.0
894109602-994000357-107661,2016,SERVICE 1 AS,2.3.1.0,Electronics stores,12350605,REGIMENTSVEGEN 215,60.63171915103379,6.4342518690289605,,,1.288
917956642-918010106-868934,2016,SKOUSEN LILLEHAMMER,2.3.1.0,Electronics stores,5010408,DAMPSAGLIA 15,61.1029518769734,10.4648164705759,SKOUSEN,,0.861
937926081-971904321-16757,2016,HIFI CENTER AS,2.3.1.0,Electronics stores,3010305,DRONNING MAUDS GATE 1,59.9125304399006,10.7299607860686,,,38.614
995074567-995097974-122196,2016,SKREIA ELEKTRO AS,2.3.1.0,Electronics stores,5280309,KVENNOMSLINNA 4,60.643892749791696,10.9280644085603,,,10.278
839127642-872388982-120769,2016,HF AUTOMATER AS,2.3.1.0,Electronics stores,10020102,GUSTAV VIGELANDS VEI 14,58.0277728437456,7.449787122794469,,,0.693
913273184-913402812-683042,2016,SMØLA SPORT OG STRØM AS,2.3.1.0,Electronics stores,15730107,TØMMERVÅGVEGEN,63.46344171523501,8.013878377295589,,Smølasenteret,3.81
981493990--24741-24741,2016,KJELLERN ELEKTRISKE AS,2.3.1.0,Electronics stores,15390403,STORGATA 33,62.5610266934222,7.69091156159458,,,2.873
946953288-972426881-6857,2016,EXPERT ROSENDAL,2.3.1.0,Electronics stores,12240404,SKÅLAGATO 17,59.98820208150031,6.00759196517852,EXPERT,,6.002000000000001
854526332-971655038-28218,2016,ELEKTROPLUSS,2.3.1.0,Electronics stores,3012306,THORVALD MEYERS GATE 73,59.920933787255706,10.7588536625156,,,7.803
983237355-983250033-60979,2016,EURONICS RØDBERG,2.3.1.0,Electronics stores,6330108,BRÅFLÅTVEGEN,60.2695692117677,8.954160271232869,EURONICS,,4.537
917373590-973170023-6867,2016,EXPERT MOLDE,2.3.1.0,Electronics stores,15020305,BIRGER HATLEBAKKS VEG 1,62.7375847179343,7.182806666072731,EXPERT,Molde Storsenter,0.019
988137235-988500100-6919,2016,ELBUTIKKEN,2.3.1.0,Electronics stores,19420204,HOVEDVEGEN 10 A,69.76764428067351,21.0124032774212,,,7.796
924435682-871866422-6883,2016,EXPERT TORGKVARTALET STJØRDAL,2.3.1.0,Electronics stores,17140503,STOKMOVEGEN 2,63.4687717407718,10.9242669976331,EXPERT,Torgkvartalet,0.036
923714960-871853762-6897,2016,EXPERT ORKANGER MAGNE STAVELI,2.3.1.0,Electronics stores,16380106,MÆLAVEIEN 6,63.2971551375093,9.85305344009701,EXPERT,,25.461
927092239-971892846-27686,2016,STEREO SERVICE VEST AS,2.3.1.0,Electronics stores,3012105,TRONDHEIMSVEIEN 153,59.930906583949,10.7786889130767,,,0.206
951510017-971825847-21998,2016,EURONICS RAUFOSS,2.3.1.0,Electronics stores,5290106,STORGATA 63,60.730833011116296,10.615812746183302,EURONICS,,6.284
912520293-912526240-644251,2016,HESTENES AS,2.3.1.0,Electronics stores,14430205,EIDSGATA 4,61.9063205059693,5.990400366735719,,,1.948
916141181-871717702-6854,2016,EXPERT ETNE ELEKTROSENTER AS,2.3.1.0,Electronics stores,12110109,ENGE,59.664387765630295,5.949783467428929,EXPERT,,11.109000000000002
952203819-971673087-6902,2016,EXPERT ELEKTROSENTERET FAUSKE,2.3.1.0,Electronics stores,18410306,SJØGATA 60,67.25800936269479,15.3894638683925,EXPERT,Fauske Handelspark,5.894
980356310-980504638-87027,2016,EURONICS LØKKEN,2.3.1.0,Electronics stores,16360103,LØKKENVEIEN 280,63.1273986774475,9.70526151579124,EURONICS,,4.246
896405802-992219858-122576,2016,ALFA MILJØ AS,2.3.1.0,Electronics stores,15040603,FUREÅSEN 4,62.4653555432451,6.299368550416911,,,6.832000000000001
971051728-975231941-365346,2016,VENTEX AS,2.3.1.0,Electronics stores,11020203,GAMLEVEIEN 85,58.884816897126,5.74396571475889,,,6.193
975377636-975386090-6639,2016,ELKJØP TINN,2.3.1.0,Electronics stores,8260308,STORGATA 16,59.8790006566291,8.59093978327576,ELKJØP NORGE,Handelshuset Rjukan,17.955
991960651-892004862-49348,2016,EC RENTAL AS,2.3.1.0,Electronics stores,11300206,TEKNOLOGIVEGEN 7,59.0866169256086,5.919534817917559,,,0.1159999999999999
877062872-971948582-31222,2016,JOHNSEN ELEKTRO AS,2.3.1.0,Electronics stores,19240202,ANDSLIVEIEN,69.0646760349253,18.506584898304897,,,10.877
985831718-973130331-6798,2016,EXPERT VINSTRA ELEKTRO,2.3.1.0,Electronics stores,5160303,KONGSVEGEN 986,61.589469602094496,9.76557712679123,EXPERT,Sødorptunet,28.712
916209126-971772530-16993,2016,STAVANGER RADIOCENTRAL AS,2.3.1.0,Electronics stores,11030502,PEDERSBAKKEN 5,58.96948827574221,5.73590342958296,,Arkaden Torgterrassen,1.257
917994390-918049452-870596,2016,ACOUSTIC TUNING AS,2.3.1.0,Electronics stores,16620103,FOSSHÅGGÅVEGEN 26,63.3078191546068,10.4350492887112,,,0.4479999999999999
915198783-915246184-759724,2016,SKOUSEN LILLESTRØM,2.3.1.0,Electronics stores,2310201,VOLDGATA 11,59.9553393606466,11.0461466351321,SKOUSEN,Lillestrøm Torv,10.336
932709023-971954116-6815,2016,CB ELECTRO,2.3.1.0,Electronics stores,7041204,KANALVEIEN 5,59.25962651920021,10.4170823978614,,,14.331
975886336-973031619-49390,2016,SØNDERLAND ROAR ELEKTRONIKK AS,2.3.1.0,Electronics stores,15340203,BRATTVÅGGATA 40,62.5975297827441,6.4438050928887405,,,1.816
925765112-971877391-17733,2016,EURONICS BÅTSFJORD,2.3.1.0,Electronics stores,20280102,HINDBERGGATA 29,70.6365731168106,29.7240238386028,EURONICS,,8.35
911996901-912012557-623756,2016,ELKJØP FOSEN,2.3.1.0,Electronics stores,16210202,MAREN JUELS GATE 1,63.6923420367432,9.66151546431063,ELKJØP NORGE,Libra Shopping,35.748000000000005
913102215-971714468-6819,2016,JENSEN ELEKTRISKE,2.3.1.0,Electronics stores,8060105,KONGENS GATE 12,59.2081877694572,9.61093153089006,,,12.956
916756224-916760728-821993,2016,FARSUND RETAIL II AS,2.3.1.0,Electronics stores,10030111,TVERRGATEN 4,58.0931601889427,6.7969341157199406,,,7.835
985896747-973072765-60960,2016,MARTINSEN OG SØNN ELEKTRO AS,2.3.1.0,Electronics stores,1061306,FARMANNS GATE 2,59.214057771533,10.9368361637008,,,18.808
991301712-991354891-125598,2016,EURONICS AMFI TYNSET,2.3.1.0,Electronics stores,4370204,BRUGATA 1,62.27559844476539,10.7771307129378,EURONICS,Amfi Tynset,9.27
984216572-972044261-140914,2016,3D BEDRIFT AS,2.3.1.0,Electronics stores,2130509,INDUSTRIVEIEN 24,59.71230908340839,10.8457433864034,,,18.75
968056298-972996483-27990,2016,KONTRAPUNKT AUDIO,2.3.1.0,Electronics stores,3010804,VIBES GATE 12,59.9269054647087,10.7235609471376,,,4.335
817324282-917497443-849015,2016,SKOUSEN HANDELSPARKEN SENTER,2.3.1.0,Electronics stores,10320201,FIBOVEIEN 1,58.1563590918982,7.101673201845,SKOUSEN,Handelsparken Senter,1.007
990718733-990746575-458457,2016,BJØRNSTAD SKS AS,2.3.1.0,Electronics stores,4170411,MÅGÅRDVEGEN 73,60.7364702055467,11.2920734810295,,,1.064
916252293-916280386-799886,2016,KREMMARHUSET AS,2.3.1.0,Electronics stores,18180106,SILVALVEIEN 3,65.98345749667129,12.2880978868152,,,4.08
929085884-971698012-37424,2016,EL TUNET HÅVARDSTUN ELEKTRISKE AS,2.3.1.0,Electronics stores,12011616,YTREBYGDSVEGEN 237,60.2862624561871,5.25661420547071,,,16.965999999999998
966862580-872350322-6638,2016,ELKJØP STORMARKED KONGSBERG,2.3.1.0,Electronics stores,6040601,SCHWABES GATE 5,59.673330996142205,9.646768015714072,ELKJØP NORGE,Berja Senter,66.367
989289780-971829737-49796,2016,EURONICS ARNEDAL,2.3.1.0,Electronics stores,9065213,STRØMSBUSLETTA,58.4606914289445,8.75171386763312,EURONICS,,16.372
848475742-972139823-6796,2016,GJØVIK ELEKTRISKE,2.3.1.0,Electronics stores,5020403,HUNNSVEGEN 3,60.795814699259004,10.6922195636214,,,12.269
917684758-917759332-859152,2016,EXPERT AMFI NORDFJORD,2.3.1.0,Electronics stores,14430205,SJØGATA 21,61.9086132202801,5.9853570471823705,EXPERT,Amfi Nordfjord,5.2170000000000005
992887346-992903783-6876,2016,EXPERT SURNADAL,2.3.1.0,Electronics stores,15660203,ØRAVEGEN 4,62.9696770794042,8.71220301106765,EXPERT,Amfi Surnadal,15.618
828525182-971909625-34068,2016,BILRADIOSPESIALISTEN AS,2.3.1.0,Electronics stores,16014110,SØRENGA 9,63.406573872394,10.4184555090446,,,60.02
983066828-983084184-6920,2016,EXPERT VADSØ,2.3.1.0,Electronics stores,20030101,TOLLBUGATA 11,70.0737841832286,29.748039431504505,EXPERT,Torget Kjøpesenter,9.06
991014667-984757972-6787,2016,EXPERT EIDSVOLL,2.3.1.0,Electronics stores,2370505,TRONDHEIMSVEGEN 266,60.2858744320449,11.1707378167875,EXPERT,,23.928
980654745-873313692-6675,2016,ELKJØP ALTA,2.3.1.0,Electronics stores,20120601,BJØRN WIRKOLAS VEI 15,69.9640631882515,23.2714607340874,ELKJØP NORGE,,37.226
982746000-971704500-6636,2016,ELKJØP STORMARKED HØNEFOSS,2.3.1.0,Electronics stores,6050401,BARBROVEIEN 7,60.153160228693,10.2489228286385,ELKJØP NORGE,Eikli Storsenter,90.884
977110815-973772260-38329,2016,BODØ RADIO & TV AS,2.3.1.0,Electronics stores,18040109,STORGATA 53,67.2858632125434,14.3946995646599,,,0.818
987255684-987306076-61472,2016,DATABUTIKKEN TØNSBERG AS,2.3.1.0,Electronics stores,7040903,FARMANNSVEIEN 18,59.2718566650198,10.4073959169786,,,5.329
912177629-973319833-6835,2016,FLEKKEFJORD TVEIT ELEKTRO,2.3.1.0,Electronics stores,10040205,BROGATEN 21,58.296654406374,6.66279395154071,,,16.185
913694945--24746-24746,2016,KOLBJØRN OLSEN ELEKTROBUTIKKEN,2.3.1.0,Electronics stores,19240201,INDUSTRIVEIEN,69.0906970315711,18.5824372367567,,Målselvsenteret,4.071000000000001
989996355-986945709-76036,2016,BASS BROTHERS AS,2.3.1.0,Electronics stores,15150106,VÅGSGATA,62.3402452324249,5.635325727513489,,,8.088
913037804-980071146-151430,2016,HVITEVARESERVICE BERGEN AS,2.3.1.0,Electronics stores,12012006,HÅSTEINS GATE 9,60.386254318476496,5.297156797534259,,,2.344
913916859-914140005-713501,2016,ELKJØP  KIRKENES,2.3.1.0,Electronics stores,20300301,VERKSVEIEN 1,69.7205003636382,30.0388444127638,ELKJØP NORGE,,35.326
992387254-988699225-99827,2016,FAGERBORG ELEKTRO AS,2.3.1.0,Electronics stores,3011207,THERESES GATE 16 B,59.930070432780894,10.7335672800011,,,8.63
867611762-972976555-29313,2016,SOUND PEOPLE,2.3.1.0,Electronics stores,6020402,TOMTEGATA 30,59.7415270298126,10.2210792951079,,,7.294
988399698-999464041-484494,2016,JOHNSEN GRUPPEN AS,2.3.1.0,Electronics stores,19240202,ANDSLIVEIEN,69.0646760349253,18.506584898304897,,,0.314
917959250-818012462-869550,2016,TELERING BEDRIFT APRO OSLO,2.3.2.0,Telecom shops,3014705,HEGGELIBAKKEN 2,59.936079403433,10.6906399041264,,,0.0
914815924-914959330-748464,2016,TELENORBUTIKKEN STORTORVET KONGSBERG,2.3.2.0,Telecom shops,6040601,STORGATA 28,59.6703424111753,9.65150553939276,TELENORBUTIKKEN,Stortorvet Senter,5.5920000000000005
971069376-973996924-26305,2016,ELEKTRON COMMUNICATIONS AS,2.3.2.0,Telecom shops,3010305,RUSELØKKVEIEN 26,59.912662996958296,10.7261492721346,,House of Oslo,2.906
988598852-888646302-14909,2016,TELENORBUTIKKEN JEKTA,2.3.2.0,Telecom shops,19020204,KARLSØYVEGEN 12,69.6742550893687,18.9264972264211,TELENORBUTIKKEN,Jekta Storsenter,10.0
996966925-996997251-14904,2016,TELENORBUTIKKEN AMFI VERDAL,2.3.2.0,Telecom shops,17210202,JERNBANEGATA 11,63.791852336328205,11.4852501774417,TELENORBUTIKKEN,Amfi Verdal,7.187
987657022-987725516-14902,2016,TELENORBUTIKKEN NAMSOS STORSENTER,2.3.2.0,Telecom shops,17030404,VERFTSGATA 2,64.4677040883496,11.491601366036802,TELENORBUTIKKEN,Namsos Storsenter,10.0
990526095-990535043-487653,2016,FOUNDIT AS,2.3.2.0,Telecom shops,2200205,VOGELLUND 6,59.8543757133637,10.4883028595956,,Holmen Senter,0.0
912794113-912828549-656190,2016,TELENORBUTIKKEN AMFI RAUFOSS,2.3.2.0,Telecom shops,5290106,STORGATA 49,60.72893784893821,10.6143413804144,TELENORBUTIKKEN,Amfi Raufoss,7.388
997096126-990820066-139848,2016,NÆS TELE DATA AS,2.3.2.0,Telecom shops,8190110,HOVEDGATA 2,59.2984208580423,9.10356181850661,,,1.07
976095472-976106547-58673,2016,TELIUS AS,2.3.2.0,Telecom shops,18240203,KULSTADBAKKEN 12,65.8651765979539,13.1959197734004,,,0.485
986394494-886455852-14870,2016,TELENORBUTIKKEN FREDRIKSTAD,2.3.2.0,Telecom shops,1061306,BROCHS GATE 7,59.2144890068676,10.9391104358214,TELENORBUTIKKEN,Torvbyen,10.0
981256182-981302222-74012,2016,SNAKK TROMSØ AS,2.3.2.0,Telecom shops,19020108,STORGATA 43,69.64723624953879,18.9535099144824,,Nerstranda Senter,2.965
998284163--425204-425204,2016,KAGH INVEST AS,2.3.2.0,Telecom shops,3014005,STANSEVEIEN 4,59.9460906833074,10.870507197495,,,0.424
995460009-995507102-113081,2016,ERACOM AS,2.3.2.0,Telecom shops,9064203,STOAVEIEN 3,58.4599337150743,8.71223977158129,,,10.0
889099682-989305298-195736,2016,RIKSTV AS,2.3.2.0,Telecom shops,3014307,ØKERN TORGVEI 13,59.9285518883138,10.8046662800651,,Økernsenteret,10.0
998765900-998779626-168992,2016,TELENORBUTIKKEN STOVNER,2.3.2.0,Telecom shops,3013917,STOVNER SENTER 3,59.9621456195866,10.9245236479163,TELENORBUTIKKEN,Stovner Senter,6.3660000000000005
988421049-988506664-14910,2016,TELENORBUTIKKEN AMFI FINNSNES,2.3.2.0,Telecom shops,19310302,STORGATA 7,69.2292317987247,17.980280469949697,TELENORBUTIKKEN,Amfi Finnsnes,8.648
983637973-984099223-14883,2016,TELENORBUTIKKEN FARMANDSTREDET,2.3.2.0,Telecom shops,7040905,JERNBANEGATEN 1 D,59.2692855860629,10.4117637721271,TELENORBUTIKKEN,Farmandstredet,10.0
986693106-986718257-82329,2016,MOBILDATA KONGSVINGER,2.3.2.0,Telecom shops,4020208,GLOMMENGATA 21,60.18690706301111,12.0036296766065,MOBIL DATA KJEDEN,,6.813
983544088-983552137-14871,2016,TELENORBUTIKKEN STORBYEN,2.3.2.0,Telecom shops,1050109,ROALD AMUNDSENS GATE 28,59.284204201396896,11.1081756653302,TELENORBUTIKKEN,Storbyen Kjøpesenter,8.884
983244947-983339085-5585,2016,TELENORBUTIKKEN STRØMMEN,2.3.2.0,Telecom shops,2310803,STØPERIVEIEN 5,59.9471076229766,11.0075329976168,TELENORBUTIKKEN,Strømmen Storsenter,10.0
916592507-916644515-817636,2016,TELAPP AS,2.3.2.0,Telecom shops,3014204,ØSTENSJØVEIEN 17,59.9107252008967,10.8083883071298,,,1.766
982759471-971992204-23506,2016,TELEKOM AS,2.3.2.0,Telecom shops,8051106,LINAAESGATE 3,59.1428795286635,9.63913178862596,,,4.009
976140265-976142284-168629,2016,TELEHUSET ELVETORGET FØRDE,2.3.2.0,Telecom shops,14320208,NAUSTDALSVEGEN 1 B,61.451865311110495,5.84918975830078,TELEHUSET,Elvetorget,10.0
988037567-988046728-14873,2016,TELENORBUTIKKEN KONGSENTERET,2.3.2.0,Telecom shops,4020105,BRUGATA 15,60.191090977330894,11.9962347136141,TELENORBUTIKKEN,Kongssenteret,6.897
990611548-894139552-14894,2016,TELENORBUTIKKEN FØRDE,2.3.2.0,Telecom shops,14320208,ØYRANE 2,61.451865311110495,5.84918975830078,TELENORBUTIKKEN,Elvetorget,4.537
980249522-980262677-14868,2016,TELENORBUTIKKEN MOSSEPORTEN,2.3.2.0,Telecom shops,1040808,PATTERØDVEIEN 2,59.4462476648715,10.7032389881463,TELENORBUTIKKEN,Mosseporten,10.0
986427767-986447121-14879,2016,TELENORBUTIKKEN GRANSTUNET,2.3.2.0,Telecom shops,5340506,STORGATA 38,60.3587541200685,10.5708619184529,TELENORBUTIKKEN,Granstunet Kjøpesenter,7.541
987301619-987332131-14905,2016,TELENORBUTIKKEN SORTLAND STORSENTER,2.3.2.0,Telecom shops,18700209,STRANDGATA 24,68.6943635461127,15.4161170997137,TELENORBUTIKKEN,Sortland Storsenter,10.0
882939472--14903-14903,2016,TELENORBUTIKKEN AMFI NAMSOS,2.3.2.0,Telecom shops,17030405,SØREN R THORNÆS VEG 19,64.4674148848998,11.504146511786802,TELENORBUTIKKEN,Amfi Namsos,1.29
981242319-987083867-4745,2016,TELENORBUTIKKEN SANDVIKA STORSENTER GAMMEL DEL,2.3.2.0,Telecom shops,2191515,BRODTKORBSGATE 7,59.890582894820994,10.519495538247,TELENORBUTIKKEN,Sandvika Storsenter,10.0
988044016-988071331-113085,2016,TELENU NORGE AS,2.3.2.0,Telecom shops,18040611,PER HELGESENS VEI 58,67.2745301978411,14.4485938197414,,,0.298
911931680-987084235-14875,2016,TELENORBUTIKKEN LIERTOPPEN,2.3.2.0,Telecom shops,6260802,DRAMMENSVEIEN 201,59.8112914380839,10.3058399017319,TELENORBUTIKKEN,Liertoppen Kjøpesenter,10.0
980408949-980446344-74022,2016,LEINS TELECOM AS,2.3.2.0,Telecom shops,1230109,BRIGADEVEIEN 1,59.621946062537,11.0929956963336,,,6.979
992129824-992145110-147058,2016,MOBILDATA SOGNDAL,2.3.2.0,Telecom shops,14200206,HOVEVEGEN 10,61.2318789997328,7.1020886070589,MOBIL DATA KJEDEN,Amfi Sogningen,9.452
914553334-914565529-730055,2016,TELENORBUTIKKEN FØRDE,2.3.2.0,Telecom shops,14320208,NAUSTDALSVEGEN 1 B,61.45277337770571,5.84906219326558,TELENORBUTIKKEN,Elvetorget,10.0
881876302-981975219-14882,2016,TELENORBUTIKKEN BUSKERUD STORSENTER,2.3.2.0,Telecom shops,6250102,SANDSTRANDA,59.75614518526071,9.99915888212663,TELENORBUTIKKEN,Buskerud Storsenter,8.337
914121426-814140652-713500,2016,TNB NARVIK AS,2.3.2.0,Telecom shops,18050706,BOLAGSGATA 1,68.4380251845451,17.4229163481462,,Amfi Narvik,6.527
814499022-814555992-729821,2016,PEPCALL AS,2.3.2.0,Telecom shops,3010304,BRYGGEGATA 9,59.9108216092237,10.7256026628524,,Aker Brygge,10.0
913084047-913125282-672065,2016,AMASK IPHONESPESIALISTEN AMFI MOA,2.3.2.0,Telecom shops,15040703,MOAVEGEN 1,62.46624735352321,6.350283201277809,,Amfi Moa,2.744
995744333-995886057-14907,2016,TELENORBUTIKKEN AMFI HAVNESENTERET,2.3.2.0,Telecom shops,18130305,STORGATA 58,65.4728263254665,12.208282623724502,TELENORBUTIKKEN,Amfi Havnesenteret,5.002
917607842-917682984-856128,2016,SPESIALISTEN VESTFOLD AS,2.3.2.0,Telecom shops,8050805,KULLTANGVEGEN 70,59.1379458881783,9.6408793631249,,Down Town,0.2269999999999999
990946353-991081909-113948,2016,MOBILDATA KIRKENES,2.3.2.0,Telecom shops,20300303,WIULLS GATE 1,69.7273625006357,30.0412216603791,MOBIL DATA KJEDEN,,10.0
996820971-993131776-140968,2016,TELENORBUTIKKEN SØRLANDSSENTERET,2.3.2.0,Telecom shops,10011702,BARSTØLVEIEN 31,58.17992054500871,8.129539951150731,TELENORBUTIKKEN,Sørlandssenteret,9.222
833873202-971990317-23970,2016,LYD OG TELE SYSTEMER TRØNDELAG AS,2.3.2.0,Telecom shops,16014227,HORNEBERGVEGEN 1,63.3926623904768,10.400975797975802,,,10.0
994110462-883138252-5126,2016,TELENORBUTIKKEN VINTERBRO,2.3.2.0,Telecom shops,2140102,SJØSKOGENVEIEN 7,59.73973367630921,10.7712965142572,TELENORBUTIKKEN,Vinterbro Senter,7.222
994016199-994020811-342911,2016,ELEKTRONISKE TJENESTER AS,2.3.2.0,Telecom shops,2170302,SØNSTERUDVEIEN 32,59.8020938004789,10.8178856836386,,Landerudsenteret,6.066
997666437-997708318-163563,2016,PETROL METAL ENGINEER CO,2.3.2.0,Telecom shops,3014303,PETER MØLLERS VEI 5 B,59.9301598734946,10.79310806801,,,0.5
971184299-973980769-22900,2016,TELEKJØP VESTFOLD A/S,2.3.2.0,Telecom shops,7040701,NARVERØDVEIEN 40,59.262401584079,10.4590335942325,,,3.141
980624773-971884363-162856,2016,MOBILDATA HARSTAD,2.3.2.0,Telecom shops,19030311,SELJESTADVEIEN 23,68.79171952080941,16.5299179183157,MOBIL DATA KJEDEN,,4.518
983229468-983261965-4513,2016,TELENORBUTIKKEN BYPORTEN,2.3.2.0,Telecom shops,3010104,JERNBANETORGET 6,59.9117710680979,10.751552977679,TELENORBUTIKKEN,Byporten Shopping,10.0
911931796-995958368-4746,2016,TELENORBUTIKKEN SANDVIKA STORSENTER NY DEL,2.3.2.0,Telecom shops,2191515,SANDVIKSVEIEN 176,59.8868530162888,10.5211354632274,TELENORBUTIKKEN,Sandvika Storsenter,10.0
951788325-972178772-233208,2016,KONTORPLAN AS,2.3.2.0,Telecom shops,16380201,BÅRDSHAUGVEIEN,63.2975649713256,9.84415704179459,,Amfi Orkanger,10.0
996318532-996328090-8499,2016,TELE STORE LINDERUD,2.3.2.0,Telecom shops,3014111,ERICH MOGENSØNS VEI 38,59.94324168381871,10.835472926171802,,Linderud Senter,1.865
967950440-916054890-791397,2016,PAGEA,2.3.2.0,Telecom shops,8070502,STORGATA 58,59.5615347223734,9.26140425299018,,,5.297999999999999
911963140-993197971-14356,2016,TELERING XPRESS XHIBITION,2.3.2.0,Telecom shops,12010129,SMÅSTRANDGATEN 3,60.3929850594752,5.32627011123921,,Xhibition,2.215
817870902-917942889-866644,2016,GATOR AS,2.3.2.0,Telecom shops,16011610,HÅKON MAGNUSSONS GATE 8,63.4443169602147,10.4416334020001,,,2.954
