grunnkrets_id,all_households,singles,couple_without_children,couple_with_children,other_households,single_parent_with_children
8290110,476600,263400,578400,738800,803500,380400
18041206,462800,260500,543200,715200,819700,346700
8290107,476600,263400,578400,738800,803500,380400
8290112,476600,263400,578400,738800,803500,380400
18041207,462800,260500,543200,715200,819700,346700
18041203,462800,260500,543200,715200,819700,346700
18041204,462800,260500,543200,715200,819700,346700
18041201,462800,260500,543200,715200,819700,346700
3010401,604700,462500,904800,906100,0,0
19380302,478000,250400,518000,810100,776900,475900
19380305,478000,250400,518000,810100,776900,475900
19380301,478000,250400,518000,810100,776900,475900
19380304,478000,250400,518000,810100,776900,475900
19380303,478000,250400,518000,810100,776900,475900
1061403,323200,241200,502000,581700,590500,320500
1061401,323200,241200,502000,581700,590500,320500
1061402,323200,241200,502000,581700,590500,320500
1061404,323200,241200,502000,581700,590500,320500
19240302,543800,300500,578400,786400,741900,398400
19240305,543800,300500,578400,786400,741900,398400
19240303,543800,300500,578400,786400,741900,398400
19240304,543800,300500,578400,786400,741900,398400
19240301,543800,300500,578400,786400,741900,398400
8290102,476600,263400,578400,738800,803500,380400
8290114,476600,263400,578400,738800,803500,380400
8290113,476600,263400,578400,738800,803500,380400
8290106,476600,263400,578400,738800,803500,380400
8290109,476600,263400,578400,738800,803500,380400
5380306,459100,243700,528100,640700,718600,368300
2290202,557600,269600,651100,741200,887400,389300
2290205,557600,269600,651100,741200,887400,389300
16015203,623300,288500,657500,875700,874400,429300
16015216,623300,288500,657500,875700,874400,429300
16015220,623300,288500,657500,875700,874400,429300
16015222,623300,288500,657500,875700,874400,429300
16015233,623300,288500,657500,875700,874400,429300
16015219,623300,288500,657500,875700,874400,429300
16015223,623300,288500,657500,875700,874400,429300
16015230,623300,288500,657500,875700,874400,429300
16015228,623300,288500,657500,875700,874400,429300
16015215,623300,288500,657500,875700,874400,429300
16015226,623300,288500,657500,875700,874400,429300
16015235,623300,288500,657500,875700,874400,429300
16015232,623300,288500,657500,875700,874400,429300
16015225,623300,288500,657500,875700,874400,429300
16015239,623300,288500,657500,875700,874400,429300
16015212,623300,288500,657500,875700,874400,429300
11200502,640200,303000,657500,835200,883300,417800
11200503,640200,303000,657500,835200,883300,417800
11200505,640200,303000,657500,835200,883300,417800
11200501,640200,303000,657500,835200,883300,417800
11200504,640200,303000,657500,835200,883300,417800
11200506,640200,303000,657500,835200,883300,417800
11200507,640200,303000,657500,835200,883300,417800
16015209,623300,288500,657500,875700,874400,429300
15350106,486300,253000,593500,762100,817800,361100
16015210,623300,288500,657500,875700,874400,429300
16015238,623300,288500,657500,875700,874400,429300
17140111,570900,271900,558300,745200,832200,402400
17140108,570900,271900,558300,745200,832200,402400
17140107,570900,271900,558300,745200,832200,402400
8300102,480500,269200,558300,746000,854500,379300
8300103,480500,269200,558300,746000,854500,379300
8300104,480500,269200,558300,746000,854500,379300
8300105,480500,269200,558300,746000,854500,379300
8300101,480500,269200,558300,746000,854500,379300
8300108,480500,269200,558300,746000,854500,379300
16015201,623300,288500,657500,875700,874400,429300
16015227,623300,288500,657500,875700,874400,429300
16015236,623300,288500,657500,875700,874400,429300
16015213,623300,288500,657500,875700,874400,429300
16015237,623300,288500,657500,875700,874400,429300
16015211,623300,288500,657500,875700,874400,429300
16015234,623300,288500,657500,875700,874400,429300
16015221,623300,288500,657500,875700,874400,429300
16015218,623300,288500,657500,875700,874400,429300
16015214,623300,288500,657500,875700,874400,429300
16015231,623300,288500,657500,875700,874400,429300
16015224,623300,288500,657500,875700,874400,429300
16015217,623300,288500,657500,875700,874400,429300
16015229,623300,288500,657500,875700,874400,429300
16015202,623300,288500,657500,875700,874400,429300
17140116,570900,271900,558300,745200,832200,402400
15350102,486300,253000,593500,762100,817800,361100
15350105,486300,253000,593500,762100,817800,361100
5170106,474100,238900,529500,705900,717500,425600
5170107,474100,238900,529500,705900,717500,425600
5170101,474100,238900,529500,705900,717500,425600
5170103,474100,238900,529500,705900,717500,425600
5170105,474100,238900,529500,705900,717500,425600
5170109,474100,238900,529500,705900,717500,425600
5170102,474100,238900,529500,705900,717500,425600
2280503,725600,298800,695900,851700,951300,428800
2280502,725600,298800,695900,851700,951300,428800
2280501,725600,298800,695900,851700,951300,428800
2280504,725600,298800,695900,851700,951300,428800
16630507,787000,311900,695900,884800,867700,439400
16630502,787000,311900,695900,884800,867700,439400
16630506,787000,311900,695900,884800,867700,439400
16630501,787000,311900,695900,884800,867700,439400
16630503,787000,311900,695900,884800,867700,439400
16630509,787000,311900,695900,884800,867700,439400
16630511,787000,311900,695900,884800,867700,439400
16630505,787000,311900,695900,884800,867700,439400
16630510,787000,311900,695900,884800,867700,439400
16630508,787000,311900,695900,884800,867700,439400
12460410,631100,287100,663900,870000,896600,427300
12460404,631100,287100,663900,870000,896600,427300
5170104,474100,238900,529500,705900,717500,425600
15350101,486300,253000,593500,762100,817800,361100
18160104,449500,257700,529500,734100,827300,556300
18160103,449500,257700,529500,734100,827300,556300
15350103,486300,253000,593500,762100,817800,361100
15350107,486300,253000,593500,762100,817800,361100
15350104,486300,253000,593500,762100,817800,361100
11120301,565200,293000,593500,0,934600,0
11120302,565200,293000,593500,0,934600,0
11120304,565200,293000,593500,0,934600,0
11120303,565200,293000,593500,0,934600,0
8070105,504100,285800,561500,705400,0,0
17500204,534500,287400,561500,698400,0,0
17500202,534500,287400,561500,698400,0,0
17500207,534500,287400,561500,698400,0,0
17500205,534500,287400,561500,698400,0,0
8070107,504100,285800,561500,705400,0,0
8070101,504100,285800,561500,705400,0,0
17500203,534500,287400,561500,698400,0,0
17500206,534500,287400,561500,698400,0,0
8070104,504100,285800,561500,705400,0,0
8070103,504100,285800,561500,705400,0,0
8070106,504100,285800,561500,705400,0,0
8070108,504100,285800,561500,705400,0,0
17500201,534500,287400,561500,698400,0,0
8070102,504100,285800,561500,705400,0,0
18160102,449500,257700,529500,734100,827300,556300
18160101,449500,257700,529500,734100,827300,556300
12460402,631100,287100,663900,870000,896600,427300
17140109,570900,271900,558300,745200,832200,402400
17140103,570900,271900,558300,745200,832200,402400
11410101,542400,280400,618200,815400,987900,379300
11410104,542400,280400,618200,815400,987900,379300
11410109,542400,280400,618200,815400,987900,379300
11410117,542400,280400,618200,815400,987900,379300
11410116,542400,280400,618200,815400,987900,379300
11410112,542400,280400,618200,815400,987900,379300
7160201,492000,288500,586200,742700,800800,405500
7160202,492000,288500,586200,742700,800800,405500
7160204,492000,288500,586200,742700,800800,405500
7160203,492000,288500,586200,742700,800800,405500
15480503,509900,270700,554200,730700,852300,427100
15480502,509900,270700,554200,730700,852300,427100
15480501,509900,270700,554200,730700,852300,427100
14490204,454300,283600,554200,670000,887400,383800
14490202,454300,283600,554200,670000,887400,383800
14490207,454300,283600,554200,670000,887400,383800
14490203,454300,283600,554200,670000,887400,383800
14490201,454300,283600,554200,670000,887400,383800
14490205,454300,283600,554200,670000,887400,383800
14490208,454300,283600,554200,670000,887400,383800
14490206,454300,283600,554200,670000,887400,383800
14490209,454300,283600,554200,670000,887400,383800
16240407,567700,248400,554200,787700,824700,393800
11410111,542400,280400,618200,815400,987900,379300
16240405,567700,248400,554200,787700,824700,393800
11410110,542400,280400,618200,815400,987900,379300
11410103,542400,280400,618200,815400,987900,379300
12210503,626200,297600,650200,849400,854800,467000
12210501,626200,297600,650200,849400,854800,467000
12210504,626200,297600,650200,849400,854800,467000
12210502,626200,297600,650200,849400,854800,467000
12210506,626200,297600,650200,849400,854800,467000
12210505,626200,297600,650200,849400,854800,467000
3015902,701100,297600,781400,1059300,0,0
3015901,701100,297600,781400,1059300,0,0
2310201,414500,301400,618200,781100,719500,376200
2310202,414500,301400,618200,781100,719500,376200
2310206,414500,301400,618200,781100,719500,376200
2310204,414500,301400,618200,781100,719500,376200
2310207,414500,301400,618200,781100,719500,376200
2310205,414500,301400,618200,781100,719500,376200
2310203,414500,301400,618200,781100,719500,376200
11410115,542400,280400,618200,815400,987900,379300
11410102,542400,280400,618200,815400,987900,379300
11410105,542400,280400,618200,815400,987900,379300
11410106,542400,280400,618200,815400,987900,379300
11410114,542400,280400,618200,815400,987900,379300
11410113,542400,280400,618200,815400,987900,379300
11410118,542400,280400,618200,815400,987900,379300
11410107,542400,280400,618200,815400,987900,379300
11410108,542400,280400,618200,815400,987900,379300
17140115,570900,271900,558300,745200,832200,402400
16240408,567700,248400,554200,787700,824700,393800
16240402,567700,248400,554200,787700,824700,393800
4280502,436400,256000,589400,684700,741200,372500
4280504,436400,256000,589400,684700,741200,372500
4280509,436400,256000,589400,684700,741200,372500
4280501,436400,256000,589400,684700,741200,372500
10020802,459200,274900,590300,706200,682300,396300
10020801,459200,274900,590300,706200,682300,396300
10020803,459200,274900,590300,706200,682300,396300
1250406,536900,286800,590300,701300,797400,387900
1250403,536900,286800,590300,701300,797400,387900
1250402,536900,286800,590300,701300,797400,387900
1250404,536900,286800,590300,701300,797400,387900
1250401,536900,286800,590300,701300,797400,387900
1250405,536900,286800,590300,701300,797400,387900
17140102,570900,271900,558300,745200,832200,402400
17140110,570900,271900,558300,745200,832200,402400
17140105,570900,271900,558300,745200,832200,402400
17140114,570900,271900,558300,745200,832200,402400
17140106,570900,271900,558300,745200,832200,402400
17140113,570900,271900,558300,745200,832200,402400
17140104,570900,271900,558300,745200,832200,402400
17140117,570900,271900,558300,745200,832200,402400
17140101,570900,271900,558300,745200,832200,402400
17140112,570900,271900,558300,745200,832200,402400
4280503,436400,256000,589400,684700,741200,372500
16240404,567700,248400,554200,787700,824700,393800
4280506,436400,256000,589400,684700,741200,372500
4280508,436400,256000,589400,684700,741200,372500
16240401,567700,248400,554200,787700,824700,393800
16240403,567700,248400,554200,787700,824700,393800
16240406,567700,248400,554200,787700,824700,393800
12460205,608900,302700,653400,825000,866800,420900
12460201,608900,302700,653400,825000,866800,420900
12460206,608900,302700,653400,825000,866800,420900
12460204,608900,302700,653400,825000,866800,420900
12460203,608900,302700,653400,825000,866800,420900
12460207,608900,302700,653400,825000,866800,420900
12460208,608900,302700,653400,825000,866800,420900
5160404,448700,267600,523500,718400,0,0
5160405,448700,267600,523500,718400,0,0
5160407,448700,267600,523500,718400,0,0
5160406,448700,267600,523500,718400,0,0
5160403,448700,267600,523500,718400,0,0
5160401,448700,267600,523500,718400,0,0
5160402,448700,267600,523500,718400,0,0
4250404,391300,244000,507500,0,702700,0
4250402,391300,244000,507500,0,702700,0
4250401,391300,244000,507500,0,702700,0
4250405,391300,244000,507500,0,702700,0
4250403,391300,244000,507500,0,702700,0
4280505,436400,256000,589400,684700,741200,372500
4280507,436400,256000,589400,684700,741200,372500
2290203,557600,269600,651100,741200,887400,389300
12460401,631100,287100,663900,870000,896600,427300
12460406,631100,287100,663900,870000,896600,427300
1052403,471400,261800,574300,721400,734500,390100
1052404,471400,261800,574300,721400,734500,390100
1052401,471400,261800,574300,721400,734500,390100
1052405,471400,261800,574300,721400,734500,390100
1052407,471400,261800,574300,721400,734500,390100
9410108,478100,286100,641500,756200,869500,479600
9410103,478100,286100,641500,756200,869500,479600
9410107,478100,286100,641500,756200,869500,479600
9410104,478100,286100,641500,756200,869500,479600
9410102,478100,286100,641500,756200,869500,479600
19030706,570000,285300,609500,740900,890700,387000
19030701,570000,285300,609500,740900,890700,387000
19030702,570000,285300,609500,740900,890700,387000
19030705,570000,285300,609500,740900,890700,387000
19030704,570000,285300,609500,740900,890700,387000
19030703,570000,285300,609500,740900,890700,387000
6310106,514900,271100,609500,752800,787300,386600
6310109,514900,271100,609500,752800,787300,386600
6310112,514900,271100,609500,752800,787300,386600
6310110,514900,271100,609500,752800,787300,386600
6310108,514900,271100,609500,752800,787300,386600
6310104,514900,271100,609500,752800,787300,386600
6310111,514900,271100,609500,752800,787300,386600
1052406,471400,261800,574300,721400,734500,390100
6310107,514900,271100,609500,752800,787300,386600
1052402,471400,261800,574300,721400,734500,390100
7040402,546400,287700,638300,806100,734600,407000
1010105,388800,254500,539100,708300,703900,375700
1010102,388800,254500,539100,708300,703900,375700
1010103,388800,254500,539100,708300,703900,375700
1010110,388800,254500,539100,708300,703900,375700
1010107,388800,254500,539100,708300,703900,375700
1010109,388800,254500,539100,708300,703900,375700
5190107,458700,251400,539100,711300,779200,423400
5190101,458700,251400,539100,711300,779200,423400
5190106,458700,251400,539100,711300,779200,423400
5190109,458700,251400,539100,711300,779200,423400
5190104,458700,251400,539100,711300,779200,423400
5190108,458700,251400,539100,711300,779200,423400
5190102,458700,251400,539100,711300,779200,423400
5190105,458700,251400,539100,711300,779200,423400
5190103,458700,251400,539100,711300,779200,423400
7040403,546400,287700,638300,806100,734600,407000
7040401,546400,287700,638300,806100,734600,407000
7040408,546400,287700,638300,806100,734600,407000
7040404,546400,287700,638300,806100,734600,407000
7040409,546400,287700,638300,806100,734600,407000
7040405,546400,287700,638300,806100,734600,407000
7040407,546400,287700,638300,806100,734600,407000
7040406,546400,287700,638300,806100,734600,407000
7040410,546400,287700,638300,806100,734600,407000
1010104,388800,254500,539100,708300,703900,375700
6310105,514900,271100,609500,752800,787300,386600
6310102,514900,271100,609500,752800,787300,386600
2280406,517300,293700,647900,778200,731300,415000
2280408,517300,293700,647900,778200,731300,415000
2280410,517300,293700,647900,778200,731300,415000
2280401,517300,293700,647900,778200,731300,415000
2280405,517300,293700,647900,778200,731300,415000
2280404,517300,293700,647900,778200,731300,415000
2280409,517300,293700,647900,778200,731300,415000
2280402,517300,293700,647900,778200,731300,415000
2280403,517300,293700,647900,778200,731300,415000
4370302,514900,273200,583900,781800,887800,357100
4370311,514900,273200,583900,781800,887800,357100
4370305,514900,273200,583900,781800,887800,357100
4370310,514900,273200,583900,781800,887800,357100
4370301,514900,273200,583900,781800,887800,357100
4370306,514900,273200,583900,781800,887800,357100
4370309,514900,273200,583900,781800,887800,357100
4370304,514900,273200,583900,781800,887800,357100
4370308,514900,273200,583900,781800,887800,357100
4370307,514900,273200,583900,781800,887800,357100
4370303,514900,273200,583900,781800,887800,357100
2290201,557600,269600,651100,741200,887400,389300
2290206,557600,269600,651100,741200,887400,389300
2290204,557600,269600,651100,741200,887400,389300
2280407,517300,293700,647900,778200,731300,415000
6310103,514900,271100,609500,752800,787300,386600
19280103,404400,250700,548700,766400,817500,348500
19280104,404400,250700,548700,766400,817500,348500
19130201,465500,259300,577500,766000,719500,365400
19130203,465500,259300,577500,766000,719500,365400
19130206,465500,259300,577500,766000,719500,365400
19130202,465500,259300,577500,766000,719500,365400
19130208,465500,259300,577500,766000,719500,365400
19130204,465500,259300,577500,766000,719500,365400
16240102,462400,243300,545500,774900,0,0
16240104,462400,243300,545500,774900,0,0
16240106,462400,243300,545500,774900,0,0
16240101,462400,243300,545500,774900,0,0
16240105,462400,243300,545500,774900,0,0
16240103,462400,243300,545500,774900,0,0
19310403,584000,281100,612700,812100,761000,445000
19310401,584000,281100,612700,812100,761000,445000
19310404,584000,281100,612700,812100,761000,445000
19310407,584000,281100,612700,812100,761000,445000
19310408,584000,281100,612700,812100,761000,445000
19310402,584000,281100,612700,812100,761000,445000
19310409,584000,281100,612700,812100,761000,445000
19310406,584000,281100,612700,812100,761000,445000
19310405,584000,281100,612700,812100,761000,445000
19280105,404400,250700,548700,766400,817500,348500
19280107,404400,250700,548700,766400,817500,348500
19280102,404400,250700,548700,766400,817500,348500
12460405,631100,287100,663900,870000,896600,427300
19200101,489100,255800,571100,690100,762400,376500
19200102,489100,255800,571100,690100,762400,376500
11460110,597600,282300,599900,811000,838500,415100
11460105,597600,282300,599900,811000,838500,415100
11460106,597600,282300,599900,811000,838500,415100
11460109,597600,282300,599900,811000,838500,415100
11460103,597600,282300,599900,811000,838500,415100
11460107,597600,282300,599900,811000,838500,415100
11460101,597600,282300,599900,811000,838500,415100
18040401,507800,297700,635100,809200,813100,434500
18040410,507800,297700,635100,809200,813100,434500
18040413,507800,297700,635100,809200,813100,434500
18040414,507800,297700,635100,809200,813100,434500
18040407,507800,297700,635100,809200,813100,434500
18040402,507800,297700,635100,809200,813100,434500
18040416,507800,297700,635100,809200,813100,434500
18040409,507800,297700,635100,809200,813100,434500
18040411,507800,297700,635100,809200,813100,434500
18040408,507800,297700,635100,809200,813100,434500
18040417,507800,297700,635100,809200,813100,434500
18040403,507800,297700,635100,809200,813100,434500
18040405,507800,297700,635100,809200,813100,434500
18040421,507800,297700,635100,809200,813100,434500
18040412,507800,297700,635100,809200,813100,434500
18040419,507800,297700,635100,809200,813100,434500
11460104,597600,282300,599900,811000,838500,415100
18040406,507800,297700,635100,809200,813100,434500
11460108,597600,282300,599900,811000,838500,415100
2200508,731800,322800,763100,1068100,1008100,513700
12460407,631100,287100,663900,870000,896600,427300
12460403,631100,287100,663900,870000,896600,427300
12460408,631100,287100,663900,870000,896600,427300
12460409,631100,287100,663900,870000,896600,427300
20190103,449900,264700,631900,0,872400,0
20190108,449900,264700,631900,0,872400,0
20190105,449900,264700,631900,0,872400,0
20190114,449900,264700,631900,0,872400,0
20190113,449900,264700,631900,0,872400,0
20190106,449900,264700,631900,0,872400,0
20190111,449900,264700,631900,0,872400,0
20190110,449900,264700,631900,0,872400,0
20190109,449900,264700,631900,0,872400,0
20190104,449900,264700,631900,0,872400,0
20190107,449900,264700,631900,0,872400,0
2280301,505900,334300,631900,721500,707800,422300
2200507,731800,322800,763100,1068100,1008100,513700
2200502,731800,322800,763100,1068100,1008100,513700
2200509,731800,322800,763100,1068100,1008100,513700
2200506,731800,322800,763100,1068100,1008100,513700
2200504,731800,322800,763100,1068100,1008100,513700
2200505,731800,322800,763100,1068100,1008100,513700
2200501,731800,322800,763100,1068100,1008100,513700
11460102,597600,282300,599900,811000,838500,415100
19200105,489100,255800,571100,690100,762400,376500
18040415,507800,297700,635100,809200,813100,434500
11060904,586300,286200,635100,818700,824500,403700
2260101,559500,297300,635100,746900,819000,408000
14240107,495600,296800,603100,843300,891100,453500
14240105,495600,296800,603100,843300,891100,453500
14240103,495600,296800,603100,843300,891100,453500
14240104,495600,296800,603100,843300,891100,453500
14240106,495600,296800,603100,843300,891100,453500
14240102,495600,296800,603100,843300,891100,453500
14240101,495600,296800,603100,843300,891100,453500
14240108,495600,296800,603100,843300,891100,453500
7090606,546700,279700,603100,803700,792800,417000
7090605,546700,279700,603100,803700,792800,417000
7090601,546700,279700,603100,803700,792800,417000
7090607,546700,279700,603100,803700,792800,417000
7090608,546700,279700,603100,803700,792800,417000
7090610,546700,279700,603100,803700,792800,417000
7090611,546700,279700,603100,803700,792800,417000
7090604,546700,279700,603100,803700,792800,417000
7090603,546700,279700,603100,803700,792800,417000
7090609,546700,279700,603100,803700,792800,417000
7090602,546700,279700,603100,803700,792800,417000
19200106,489100,255800,571100,690100,762400,376500
19200103,489100,255800,571100,690100,762400,376500
19200104,489100,255800,571100,690100,762400,376500
2260108,559500,297300,635100,746900,819000,408000
18040420,507800,297700,635100,809200,813100,434500
2260107,559500,297300,635100,746900,819000,408000
2260105,559500,297300,635100,746900,819000,408000
11060902,586300,286200,635100,818700,824500,403700
11060901,586300,286200,635100,818700,824500,403700
11060907,586300,286200,635100,818700,824500,403700
11060913,586300,286200,635100,818700,824500,403700
11060911,586300,286200,635100,818700,824500,403700
11060915,586300,286200,635100,818700,824500,403700
11060910,586300,286200,635100,818700,824500,403700
11060903,586300,286200,635100,818700,824500,403700
11060912,586300,286200,635100,818700,824500,403700
11060916,586300,286200,635100,818700,824500,403700
11060919,586300,286200,635100,818700,824500,403700
11060917,586300,286200,635100,818700,824500,403700
11060909,586300,286200,635100,818700,824500,403700
11060905,586300,286200,635100,818700,824500,403700
11060918,586300,286200,635100,818700,824500,403700
11060908,586300,286200,635100,818700,824500,403700
11060914,586300,286200,635100,818700,824500,403700
11060906,586300,286200,635100,818700,824500,403700
11060920,586300,286200,635100,818700,824500,403700
2260104,559500,297300,635100,746900,819000,408000
2260106,559500,297300,635100,746900,819000,408000
2260103,559500,297300,635100,746900,819000,408000
2260109,559500,297300,635100,746900,819000,408000
2260102,559500,297300,635100,746900,819000,408000
5380304,459100,243700,528100,640700,718600,368300
5380302,459100,243700,528100,640700,718600,368300
5380301,459100,243700,528100,640700,718600,368300
1050310,452800,293700,570600,754400,742300,427400
1050301,452800,293700,570600,754400,742300,427400
1050305,452800,293700,570600,754400,742300,427400
1051308,505900,255400,570600,726700,769100,390500
1051311,505900,255400,570600,726700,769100,390500
1051312,505900,255400,570600,726700,769100,390500
1051302,505900,255400,570600,726700,769100,390500
1051305,505900,255400,570600,726700,769100,390500
1051310,505900,255400,570600,726700,769100,390500
1051313,505900,255400,570600,726700,769100,390500
1051306,505900,255400,570600,726700,769100,390500
1051314,505900,255400,570600,726700,769100,390500
1051304,505900,255400,570600,726700,769100,390500
1051307,505900,255400,570600,726700,769100,390500
18180102,471600,247500,570600,736700,794100,428700
18180105,471600,247500,570600,736700,794100,428700
18180104,471600,247500,570600,736700,794100,428700
18180106,471600,247500,570600,736700,794100,428700
18180107,471600,247500,570600,736700,794100,428700
18180110,471600,247500,570600,736700,794100,428700
18180101,471600,247500,570600,736700,794100,428700
18180103,471600,247500,570600,736700,794100,428700
18180108,471600,247500,570600,736700,794100,428700
1050303,452800,293700,570600,754400,742300,427400
18180109,471600,247500,570600,736700,794100,428700
1050304,452800,293700,570600,754400,742300,427400
1050311,452800,293700,570600,754400,742300,427400
5021103,494500,280600,535400,759600,783000,412300
5021107,494500,280600,535400,759600,783000,412300
5021102,494500,280600,535400,759600,783000,412300
5021101,494500,280600,535400,759600,783000,412300
5021104,494500,280600,535400,759600,783000,412300
5021105,494500,280600,535400,759600,783000,412300
15310208,603400,291800,634600,785200,865200,408700
15310206,603400,291800,634600,785200,865200,408700
15310203,603400,291800,634600,785200,865200,408700
15310202,603400,291800,634600,785200,865200,408700
15310201,603400,291800,634600,785200,865200,408700
15310204,603400,291800,634600,785200,865200,408700
15310207,603400,291800,634600,785200,865200,408700
15310209,603400,291800,634600,785200,865200,408700
1050302,452800,293700,570600,754400,742300,427400
1050307,452800,293700,570600,754400,742300,427400
1050308,452800,293700,570600,754400,742300,427400
1050313,452800,293700,570600,754400,742300,427400
1050309,452800,293700,570600,754400,742300,427400
1050315,452800,293700,570600,754400,742300,427400
1050317,452800,293700,570600,754400,742300,427400
1050306,452800,293700,570600,754400,742300,427400
1050316,452800,293700,570600,754400,742300,427400
1050312,452800,293700,570600,754400,742300,427400
5021108,494500,280600,535400,759600,783000,412300
12210402,579200,299700,637800,868500,918800,400300
12210405,579200,299700,637800,868500,918800,400300
17020505,523500,260600,573800,700600,944000,403000
17020501,523500,260600,573800,700600,944000,403000
17020502,523500,260600,573800,700600,944000,403000
17020503,523500,260600,573800,700600,944000,403000
12420108,534100,261000,573800,783000,859800,362100
12420109,534100,261000,573800,783000,859800,362100
12420110,534100,261000,573800,783000,859800,362100
12420102,534100,261000,573800,783000,859800,362100
12420105,534100,261000,573800,783000,859800,362100
12420106,534100,261000,573800,783000,859800,362100
12420104,534100,261000,573800,783000,859800,362100
12420111,534100,261000,573800,783000,859800,362100
12420112,534100,261000,573800,783000,859800,362100
12420101,534100,261000,573800,783000,859800,362100
12420103,534100,261000,573800,783000,859800,362100
1180106,490800,266500,573800,690600,781100,362800
1180103,490800,266500,573800,690600,781100,362800
1180105,490800,266500,573800,690600,781100,362800
1180102,490800,266500,573800,690600,781100,362800
1180104,490800,266500,573800,690600,781100,362800
1180101,490800,266500,573800,690600,781100,362800
3012504,348800,277900,573800,522900,587600,332900
3012502,348800,277900,573800,522900,587600,332900
17020504,523500,260600,573800,700600,944000,403000
12210404,579200,299700,637800,868500,918800,400300
7091108,554400,252300,573800,727400,0,0
7091104,554400,252300,573800,727400,0,0
12210401,579200,299700,637800,868500,918800,400300
12210403,579200,299700,637800,868500,918800,400300
6260503,575800,283200,637800,783300,818300,408000
6260506,575800,283200,637800,783300,818300,408000
6260501,575800,283200,637800,783300,818300,408000
6260507,575800,283200,637800,783300,818300,408000
6260505,575800,283200,637800,783300,818300,408000
6260502,575800,283200,637800,783300,818300,408000
6260504,575800,283200,637800,783300,818300,408000
16170111,437400,259300,515700,719200,857800,353700
16170112,437400,259300,515700,719200,857800,353700
16170106,437400,259300,515700,719200,857800,353700
16170102,437400,259300,515700,719200,857800,353700
16170103,437400,259300,515700,719200,857800,353700
16170109,437400,259300,515700,719200,857800,353700
16170101,437400,259300,515700,719200,857800,353700
16170107,437400,259300,515700,719200,857800,353700
16170104,437400,259300,515700,719200,857800,353700
16170108,437400,259300,515700,719200,857800,353700
7091101,554400,252300,573800,727400,0,0
7091106,554400,252300,573800,727400,0,0
7091107,554400,252300,573800,727400,0,0
7091103,554400,252300,573800,727400,0,0
7091105,554400,252300,573800,727400,0,0
3012503,348800,277900,573800,522900,587600,332900
5021109,494500,280600,535400,759600,783000,412300
19030803,481100,244800,535400,827900,0,0
8220204,456300,241200,596200,724600,717800,386500
8220202,456300,241200,596200,724600,717800,386500
8220206,456300,241200,596200,724600,717800,386500
8220201,456300,241200,596200,724600,717800,386500
8220207,456300,241200,596200,724600,717800,386500
4030505,406400,289900,596200,801600,683500,395900
4030506,406400,289900,596200,801600,683500,395900
4030501,406400,289900,596200,801600,683500,395900
4030504,406400,289900,596200,801600,683500,395900
4030507,406400,289900,596200,801600,683500,395900
4030509,406400,289900,596200,801600,683500,395900
4030511,406400,289900,596200,801600,683500,395900
4030502,406400,289900,596200,801600,683500,395900
4030508,406400,289900,596200,801600,683500,395900
4030503,406400,289900,596200,801600,683500,395900
4030510,406400,289900,596200,801600,683500,395900
19400206,551000,247600,564200,0,0,0
19400201,551000,247600,564200,0,0,0
19400205,551000,247600,564200,0,0,0
19400202,551000,247600,564200,0,0,0
19400203,551000,247600,564200,0,0,0
19400204,551000,247600,564200,0,0,0
2270104,614000,295200,663400,842000,866000,478900
8220203,456300,241200,596200,724600,717800,386500
2270103,614000,295200,663400,842000,866000,478900
8220205,456300,241200,596200,724600,717800,386500
6210301,496500,271100,596200,733400,970400,365900
1040216,488100,264400,625000,807700,732500,361200
1040206,488100,264400,625000,807700,732500,361200
5150204,465300,249200,509300,726700,789900,344500
5150206,465300,249200,509300,726700,789900,344500
5150203,465300,249200,509300,726700,789900,344500
5150201,465300,249200,509300,726700,789900,344500
5150202,465300,249200,509300,726700,789900,344500
5150205,465300,249200,509300,726700,789900,344500
9064303,553900,280200,561000,699400,794500,385800
9064301,553900,280200,561000,699400,794500,385800
9064305,553900,280200,561000,699400,794500,385800
9064302,553900,280200,561000,699400,794500,385800
9064306,553900,280200,561000,699400,794500,385800
9064304,553900,280200,561000,699400,794500,385800
8150503,366400,252100,596200,747300,682500,352500
8150502,366400,252100,596200,747300,682500,352500
8150505,366400,252100,596200,747300,682500,352500
8150504,366400,252100,596200,747300,682500,352500
8150501,366400,252100,596200,747300,682500,352500
8150506,366400,252100,596200,747300,682500,352500
6210303,496500,271100,596200,733400,970400,365900
6210302,496500,271100,596200,733400,970400,365900
6210304,496500,271100,596200,733400,970400,365900
6210305,496500,271100,596200,733400,970400,365900
5021106,494500,280600,535400,759600,783000,412300
2270105,614000,295200,663400,842000,866000,478900
2270101,614000,295200,663400,842000,866000,478900
12630401,581400,287500,599400,768200,830400,434600
12630403,581400,287500,599400,768200,830400,434600
12630408,581400,287500,599400,768200,830400,434600
12630407,581400,287500,599400,768200,830400,434600
12630406,581400,287500,599400,768200,830400,434600
12630402,581400,287500,599400,768200,830400,434600
12630410,581400,287500,599400,768200,830400,434600
12630411,581400,287500,599400,768200,830400,434600
12630405,581400,287500,599400,768200,830400,434600
12630404,581400,287500,599400,768200,830400,434600
12630409,581400,287500,599400,768200,830400,434600
18400207,451300,256900,567400,692000,841000,335200
18400202,451300,256900,567400,692000,841000,335200
18400205,451300,256900,567400,692000,841000,335200
