grunnkrets_id,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90
16012219,14,14,14,14,14,13,13,13,12,12,12,12,12,11,12,12,12,12,13,13,14,15,15,16,18,19,20,20,21,21,21,21,20,20,19,18,18,17,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,12,12,11,11,11,11,11,12,14,15,16,16,16,15,14,12,11,9,8,8,8,8,8,9,9,9,9,9,9,8,7,6,5,4
19021403,15,15,15,15,15,15,14,14,13,13,13,13,14,14,15,15,16,17,17,17,17,17,18,18,19,20,20,21,21,21,21,21,21,20,20,19,19,18,17,17,16,16,16,16,15,15,15,15,15,15,15,14,14,14,14,13,13,13,12,11,11,10,9,9,8,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,2,2,2,2,1
16240306,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010603,11,11,11,11,10,10,9,9,8,7,7,6,5,5,5,5,5,6,7,9,11,13,14,16,17,18,19,20,20,21,21,21,20,20,20,19,19,18,18,17,17,16,16,16,15,15,15,15,15,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,17,17,17,17,17,17,16,16,15,14,14,13,13,12,12,11,11,10,10,9,9,8,7,6,5,4,4
16240313,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3014801,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,15,14,13,11,10,10,10,12,13,15,16,18,19,19,20,20,20,20,20,19,19,18,18,17,17,16,16,16,15,15,14,14,14,13,13,13,12,12,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,8,7,7,6,5,5,5,5,4,4,4,4,4,4,3,3,3,2,2,2
16240104,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
16240103,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
11032004,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,15,16,17,18,19,20,20,21,21,21,21,21,21,20,20,19,19,18,18,17,17,17,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,16,15,14,13,11,10,9,8,8,7,7,7,7,6,6,6,5,5,4,3,3,3
16014226,18,18,18,18,18,17,17,17,16,15,15,14,13,12,11,10,10,10,11,12,14,16,17,18,19,20,20,20,20,20,20,20,20,20,20,20,19,19,19,18,18,18,17,17,17,16,16,16,16,15,15,15,15,16,16,16,17,18,18,19,19,20,20,20,20,19,19,18,17,16,15,14,13,12,11,10,9,9,8,7,7,6,6,5,5,4,4,3,3,2,2
16240102,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
16210207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
12010227,14,14,14,14,14,13,12,12,11,10,10,9,9,10,10,11,12,13,14,16,18,19,20,21,22,22,22,22,22,22,22,21,21,20,20,20,19,19,18,18,18,17,17,17,17,17,17,16,16,16,16,15,15,15,14,13,13,12,11,11,10,10,10,10,10,10,11,11,11,11,10,9,7,6,5,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1
7220304,15,15,15,15,15,14,14,13,13,13,13,14,15,17,18,19,20,20,19,18,16,14,13,14,14,16,18,19,20,21,21,21,21,20,19,19,18,17,16,16,15,15,15,15,15,15,16,16,16,17,17,17,17,17,17,17,17,16,15,15,14,13,12,12,11,11,10,10,9,9,8,8,8,7,7,7,7,7,6,6,6,6,6,6,6,5,4,4,3,3,3
12010403,19,19,19,19,18,18,17,16,15,14,13,12,12,11,11,11,11,11,11,11,11,11,12,13,14,15,16,18,18,19,19,20,20,20,19,19,18,18,17,17,17,16,16,15,15,15,14,14,14,14,13,13,13,13,13,12,12,12,12,12,11,11,11,10,10,9,9,8,7,7,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,1,1
11460104,22,21,21,22,22,22,22,22,22,22,21,21,20,20,19,18,17,16,15,15,15,14,15,15,16,17,17,18,19,19,20,20,20,20,20,20,20,19,19,18,18,17,17,16,16,15,14,14,13,13,12,12,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,10,9,8,7,6,6,5,5,4,4,4,3,3,3,3,3,2,2,2,1,1
16270103,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
11220201,20,20,20,20,19,18,17,16,15,14,13,13,13,14,14,15,16,16,16,15,14,14,14,14,15,17,18,19,20,21,21,21,21,20,20,19,18,18,17,16,15,15,14,14,13,13,13,12,12,12,12,12,12,11,11,11,11,11,10,10,10,9,9,8,8,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1
16340305,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16340304,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
16340206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16320109,0,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1050205,11,11,11,11,10,10,10,9,8,7,7,6,5,4,4,4,4,5,7,9,11,14,16,18,20,21,22,22,23,22,22,21,20,20,18,17,16,15,14,14,13,13,13,13,13,14,14,15,15,16,16,17,17,17,17,17,17,17,17,16,16,16,16,17,18,19,20,21,21,21,21,20,19,18,18,17,17,17,17,17,18,18,18,17,16,15,13,11,9,8,8
11032514,16,15,15,16,16,16,16,16,16,16,15,15,14,13,12,11,10,10,9,9,9,9,10,11,13,14,15,17,18,18,19,19,20,20,20,19,19,19,18,18,17,16,16,15,14,14,13,12,11,11,10,9,9,8,7,7,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
12010808,12,12,12,12,12,12,12,13,13,13,12,12,11,11,10,9,9,9,10,10,11,13,14,15,17,18,19,19,20,20,20,21,20,20,20,19,19,18,18,17,17,16,16,15,15,14,14,14,13,13,13,12,12,12,11,11,11,11,10,10,10,10,11,11,12,12,13,13,13,13,12,11,9,8,7,6,5,4,3,3,2,2,2,2,2,1,1,1,1,1,1
16320102,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0
16300107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2201206,17,17,17,17,17,16,16,16,15,15,15,14,14,14,14,14,14,13,13,12,11,11,11,12,13,14,15,17,18,18,19,19,20,20,20,20,19,19,18,18,17,17,16,16,15,14,14,13,12,12,11,11,10,10,9,9,9,9,8,8,8,8,8,8,8,7,7,7,6,6,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1
2260402,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13,13,12,12,11,10,10,10,11,13,14,16,17,18,19,20,20,20,20,20,20,19,19,18,17,17,16,16,15,15,14,14,14,13,13,12,12,11,11,10,10,9,8,8,7,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1
3013204,22,22,22,22,22,22,23,23,23,24,24,24,24,24,24,23,22,21,19,16,14,12,11,11,12,14,15,17,18,19,20,20,20,20,19,19,18,17,17,16,16,15,15,14,14,14,14,13,13,13,13,12,12,12,11,10,10,9,8,8,7,7,6,6,7,7,7,8,8,7,7,6,5,4,3,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1
3014118,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,10,10,9,9,9,10,11,13,15,16,18,19,19,20,20,20,20,19,19,18,18,17,17,16,16,15,15,14,14,14,13,13,13,13,12,12,12,12,12,13,13,13,12,12,12,11,11,10,9,8,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2
16270110,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,1,1,1,2,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
7010705,12,12,12,12,12,11,11,10,10,9,9,8,8,8,9,9,10,11,11,12,14,15,16,17,19,20,21,21,22,22,22,22,21,20,20,19,18,17,17,16,15,15,15,14,14,14,14,15,15,15,15,16,16,17,17,17,18,18,19,19,20,21,21,22,23,24,25,26,26,26,26,25,25,24,23,22,22,21,21,20,20,19,18,17,16,14,12,10,9,8,7
11300109,18,18,18,18,18,18,17,17,17,16,16,16,16,15,15,15,15,15,15,14,14,14,14,15,16,17,18,19,20,20,21,20,20,20,19,19,18,17,17,16,16,15,15,15,15,15,15,15,16,16,16,16,16,16,16,15,15,14,14,14,13,13,13,13,14,14,14,15,15,14,13,12,11,9,8,7,6,6,5,5,5,4,4,4,4,3,3,3,2,2,2
16210206,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0
15340110,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
16200304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
15480302,16,16,16,16,16,17,17,17,18,18,19,19,20,20,20,21,21,22,22,22,22,22,22,22,22,21,21,21,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,21,21,22,22,23,23,23,23,23,22,21,20,19,17,16,14,13,12,12,11,11,10,10,10,9,9,9,8,8,8,7,6,5,5,4,3,3
1010202,17,17,17,17,18,19,21,22,24,25,26,27,28,28,28,27,27,26,25,23,22,21,20,19,19,18,18,18,18,18,19,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,26,26,27,27,27,26,26,26,26,25,25,24,24,23,23,23,24,24,25,26,26,26,26,25,23,21,20,18,16,15,13,12,11,10,10,9,8,7,6,6,5,4,3,3
11020303,26,26,26,26,26,27,27,27,27,27,26,25,24,22,21,20,19,19,19,21,23,24,25,25,24,22,21,20,19,18,18,18,19,20,21,22,23,24,25,26,26,27,27,27,27,27,27,27,26,26,25,25,24,24,23,23,22,22,22,21,21,21,21,21,21,21,21,21,20,19,18,17,16,14,13,12,11,10,10,9,9,8,8,7,7,6,5,5,4,3,3
12011920,18,18,18,18,19,20,21,22,24,25,27,29,30,31,32,33,33,33,31,29,27,25,23,22,21,20,19,19,19,19,19,20,20,20,21,21,22,22,23,24,24,25,25,26,26,27,27,27,27,27,27,27,27,26,26,25,24,23,22,21,20,19,18,18,17,17,17,17,17,16,16,15,14,13,12,11,11,10,9,9,8,8,7,7,6,5,5,4,3,3,3
12460405,23,23,23,23,23,23,24,24,24,24,23,23,23,22,22,22,22,22,23,25,26,28,28,28,27,25,24,22,21,20,20,20,20,20,20,21,22,22,23,24,25,25,26,27,27,28,28,29,29,29,29,29,29,29,29,29,28,28,27,27,26,25,25,24,23,22,22,21,19,18,16,14,12,10,9,7,6,5,4,4,3,3,3,3,3,2,2,2,1,1,1
3013316,24,24,24,23,23,23,24,24,25,26,27,29,31,33,36,38,39,40,40,39,37,35,32,30,28,27,25,24,23,22,21,21,20,20,20,21,21,21,22,23,23,24,25,26,27,28,29,30,30,31,31,31,31,31,30,30,28,27,26,24,22,20,18,17,15,14,12,11,10,9,8,7,6,5,4,4,3,3,2,2,2,1,1,1,1,1,1,0,0,0,0
3014108,24,24,24,24,24,24,24,24,23,23,22,22,21,20,19,18,18,18,18,19,20,20,21,21,20,19,18,17,17,17,17,18,19,20,21,22,24,25,26,27,28,28,28,28,28,28,28,27,26,26,25,24,23,22,21,21,20,19,18,18,17,17,16,16,15,15,14,13,13,12,11,10,9,8,7,6,6,6,6,6,6,6,6,6,5,5,4,4,3,3,2
16014102,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,6,10,15,19,21,22,20,17,14,11,8,5,4,2,1,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6270203,21,21,21,21,22,22,23,24,24,25,25,25,25,24,23,22,21,19,17,16,14,13,12,12,12,13,13,14,15,16,17,18,19,20,21,22,23,24,24,25,25,25,26,26,26,25,25,25,25,24,23,23,22,21,21,20,19,18,17,17,16,15,15,15,15,15,16,16,15,15,14,12,11,10,8,7,6,6,5,4,4,4,3,3,3,3,2,2,2,1,1
16013223,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,2,1
11020114,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,5,6,7,8,9,10,10,11,11,10,9,8,6,5,5
11300111,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1
14260211,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
16012117,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0
15250204,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,2,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
15390412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0
16018122,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
3013010,21,21,21,21,22,22,23,24,25,26,27,28,29,29,29,29,28,28,27,25,24,23,21,20,19,18,18,18,18,18,18,19,19,20,21,22,23,24,25,26,26,27,28,28,29,29,29,29,29,29,28,28,27,27,26,25,24,23,22,21,20,19,18,18,18,18,18,17,17,16,15,14,12,11,10,9,9,9,10,10,10,11,11,11,11,10,9,8,7,6,5
16014233,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2260310,28,28,28,28,28,28,28,28,28,28,28,27,25,24,22,21,19,17,15,14,13,12,11,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,24,25,25,25,25,25,25,25,25,24,23,23,22,21,20,19,18,17,16,15,13,12,11,10,10,9,9,9,9,9,9,8,8,7,7,6,5,5,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0
16014509,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
5010701,17,17,17,17,17,18,19,20,21,23,24,24,25,25,26,25,25,24,23,22,21,20,19,18,18,18,18,18,19,19,19,20,20,20,20,21,21,21,21,21,21,20,20,20,20,19,19,18,18,17,17,16,16,16,16,15,15,15,15,15,15,14,14,14,13,12,11,10,9,9,8,7,6,6,5,5,4,4,4,3,3,3,2,2,2,2,1,1,1,1,1
16170107,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
16130103,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
2210302,14,14,14,14,15,15,16,17,18,19,20,21,22,22,22,22,22,21,19,17,15,14,12,12,12,13,14,16,17,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,18,18,18,17,17,17,17,16,16,16,15,15,14,13,12,11,11,10,9,9,8,8,8,7,7,7,6,6,5,5,4,3,3,3
3014603,19,19,19,19,19,19,19,19,19,19,20,20,21,21,22,23,23,23,24,23,23,23,23,22,22,22,22,22,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,19,19,18,18,17,17,16,16,15,15,14,14,13,13,12,12,11,11,10,9,9,8,8,7,6,5,4,4,3,3
8140306,17,17,17,17,17,18,18,19,19,20,20,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,26,27,27,26,26,25,24,23,22,20,18,17,15,13,12,10,9,7,7,6,5,4,4,3,3,3,2,2,2,1,1,1
16120212,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
3013417,19,19,19,19,19,19,20,20,20,20,20,19,19,18,18,18,17,17,18,18,19,20,20,20,20,20,20,19,19,19,19,19,20,20,20,20,21,21,21,21,21,22,21,21,21,21,21,20,20,20,19,19,18,18,17,16,16,15,15,14,14,13,13,12,11,11,10,10,9,9,8,8,7,7,6,6,6,6,7,7,7,7,7,7,7,6,5,5,4,3,3
16120211,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
11020505,22,22,22,22,22,23,24,24,25,26,26,26,26,26,26,25,25,24,23,23,22,21,21,20,19,19,18,18,18,18,18,19,19,20,20,21,21,22,22,23,23,23,24,24,24,23,23,23,23,23,22,22,22,21,21,20,20,19,19,19,18,18,18,17,17,17,16,16,15,14,13,12,11,10,9,8,8,7,7,7,7,7,7,7,7,6,5,5,4,3,3
16120102,0,1,1,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
16017510,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1240105,19,19,19,19,19,19,19,19,19,19,20,20,21,22,23,24,25,24,24,23,21,20,18,18,17,17,17,17,18,18,19,19,20,20,21,22,22,23,23,23,23,23,23,23,23,23,23,22,22,22,21,21,20,20,20,19,19,19,18,18,18,18,18,18,18,18,18,17,17,16,16,15,14,13,12,11,10,9,8,7,7,6,5,5,4,4,3,3,2,2,2
20120603,15,15,15,15,15,16,16,16,17,18,19,20,21,22,23,23,24,24,24,24,23,22,21,21,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,22,22,22,22,23,23,23,23,23,23,22,22,22,21,21,20,19,18,17,16,16,15,14,14,14,14,14,14,15,15,15,15,14,14,14,13,13,12,11,10,10,9,8,7,6,5,4,4,3,3,3
16015305,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
